Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2016,Bangladesh,BD,Bangladesh,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"464,133",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Cameroon,CM,Cameroon,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"3,474,972",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Djibouti,DJ,Djibouti,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"1,843,713",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Egypt,EG,Egypt,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"300,000",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Ethiopia,ET,Ethiopia,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"1,994,635",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Ghana,GH,Ghana,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"112,081",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Kenya,KE,Kenya,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"8,216,011",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Malawi,MW,Malawi,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"600,000",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Malaysia,MY,Malaysia,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"535,811",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Nepal,NP,Nepal,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"87,322",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Pakistan,PK,Pakistan,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"5,028,012",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Rwanda,RW,Rwanda,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"3,716,821",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Chad,TD,Chad,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"19,790,825",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Tanzania,TZ,"Tanzania, the United Republic of",Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"8,844,596",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Uganda,UG,Uganda,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"4,701,425",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Zambia,ZM,Zambia,Other,Other,Education for Refugees: Priority activities and requirements supporting enrolment and retention in 2016,"122,500",,,"Focusing on 16 countries in Africa, Asia and the Middle East – which collectively host 2.1 million refugee children of school-age (5-17 years), an estimated 57 per cent of whom are out of school – this document highlights targeted activities and requirements that could enable tens of thousands of refugee children to enrol in school during the upcoming academic year. These activities also seek to support retention of currently enrolled students; redress classroom over-crowding and a lack of qualified teachers; provide critical learning materials; and generally contribute to a safe and protective learning environment for all students. In some instances, especially where refugees are living in host communities, these activities will enhance the learning experience of host community students as well. This information is drawn from UNHCR’s 2016 budget, as presented in the 2016-2017 Global Appeal and subsequent supplemental appeals approved by the Executive Committee. The requirements outlined correspond to existing unfunded needs for activities which UNHCR could reasonably implement by the end of this year. Individual chapters provide an overview of the refugee and education context in each of the 16 countries, followed by a description of critical challenges and proposed activities. The table that follows specifies remaining funding requirements for planned activities, providing relevant performance indicators, comparably 2015 year-end results (where applicable), and output targets for the activities by year-end 2016.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Education%2020160810.pdf
2016,Korea (the Democratic People's Republic of),KP,Korea (the Democratic People's Republic of),Other Appeal,Other,DPR Korea Needs and Priorities 2016,"142,036,722","37,878,003",26.7,Other (needs and priorities of food insecurity and undernutrition as a result of natural disasters),https://reliefweb.int/sites/reliefweb.int/files/resources/2016%20DPRK%20Needs%20and%20Priorities%20FINAL%20DRAFT%20140416.pdf
2016,Central African Republic,CF,Central African Republic (the),Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2016,"9,281,136","4,410,563",,,
2016,Congo,CG,Congo (the),Refugee Response Plan,RRP,Central African Republic Refugee Response Plan - January - December 2016,"95,722,221","17,134,361",0.18,,
2016,Cameroon,CM,Cameroon,Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2016,"56,361,252","18,412,686",0.33,,
2016,Cameroon,CM,Cameroon,Refugee Response Plan,RRP,Central African Republic Refugee Response Plan - January - December 2016,"128,590,682","43,750,617",0.34,,
2016,Djibouti,DJ,Djibouti,Refugee Response Plan,RRP,Yemen Situation Regional Refugee Response Plan - January-December 2016,"29,014,224","9,693,455",0.33,,
2016,Egypt,EG,Egypt,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2016-2017,"146,578,016","58,676,325",0.4,,
2016,Ethiopia,ET,Ethiopia,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2016,"276,379,510","85,808,552",,,
2016,Ethiopia,ET,Ethiopia,Refugee Response Plan,RRP,Yemen Situation Regional Refugee Response Plan - January-December 2016,"20,050,572","4,000,000",0.2,,
2016,Greece,GR,Greece,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"466,836,326","357,647,443",0.77,,
2016,Croatia,HR,Croatia,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"74,444,775","1,010,634",0.01,,
2016,Iraq,IQ,Iraq,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2016-2017,"285,633,934","174,551,118",0.61,,
2016,Iran ,IR,Iran (Islamic Republic of),Refugee Response Plan,RRP,Building Resilience and Solutions for Afghan Refugees in South-West Asia,"40,736,271",,,"While early last year there was a sense of optimism about the situation in the Islamic Republic of Afghanistan, the country has reverted back to a humanitarian emergency, combined with dire socioeconomic conditions. Since mid-2015, a series of political, security and economic developments in Afghanistan have affected its people and forced large numbers out of their homes with, in the last year and a half, over 500,000 people newly displaced within the country. There are now some 1.2 million internally displaced people in Afghanistan. Today, Afghans constitute the second largest group of new arrivals in Europe. The recent developments in Afghanistan have slowed voluntary returns from major hosting countries in the region. In total, less than 59,000 Afghan refugees have opted to return from the Islamic Republics of Iran and Pakistan in 2015. Furthermore, only some 7,500 Afghans have returned during the first half of 2016.  For almost four decades, millions of Afghans have found protection, assistance and temporary solutions in the neighbouring countries thanks to the generosity of the governments and people of the Islamic Republics of Iran and Pakistan. According to current figures, Pakistan hosts some 1.5 million Afghan refugees, holding Proof of Registration Cards and the Islamic Republic of Iran hosts some 951,000 Amayesh card holders . The majority of them are second and third generation refugees living in protracted displacement and with no imminent solutions. Last year, at the request of countries in the region, UNHCR convened a High Level Segment (HLS) on the Afghan refugee situation during the 66th Session of the Executive Committee of the High Commissioner’s Programme. The objective of the segment was to draw global attention to the slow progress achieved in addressing this protracted situation and encourage support from the international community. The Solutions Strategy for Afghan Refugees to Support Voluntary Repatriation, Sustainable Reintegration and Assistance to Host Countries (SSAR), developed by the Governments of the Islamic Republics of Afghanistan, Iran and Pakistan, and UNHCR has provided the overall framework for Afghan refugees in the region since 2012. 2 Member states participating at the HLS reaffirmed the validity of the SSAR and recognized the critical role played by host countries in the region. The HLS also called for increased international solidarity and responsibility-sharing to address the protracted situation, including greater financial and political support to reinforce the resilience of refugees and host communities and to find durable solutions for Afghan refugees.  The Islamic Republics of Afghanistan, Iran and Pakistan have been strong supporters of the SSAR and regularly participate in tripartite and quadripartite meetings with UNHCR to coordinate solutions for Afghan refugees. However, there are serious concerns about the limited prospects for return to Afghanistan and the decreasing support of the international community for the Afghan refugee situation. Inside Afghanistan, the situation remains precarious. The National Unity Government, formed in 2014, showed strong commitment to address issues related to displacement and placed it among its highest national priorities. This included the formation of the High Commission on Migration, chaired by the President, to address key issues relating to Afghan refugees, returnees and internally displaced people. The Government developed a national Comprehensive Voluntary Repatriation and Reintegration Strategy with UNHCR’s support and in coordination with the Governments of the Islamic Republics of Iran and Pakistan through the tripartite commission framework. Despite these positive developments, since mid-2015 the security situation in most parts of Afghanistan has been rapidly deteriorating. It has seen the highest civilian casualties recorded since 2009 (11,002 people), alongside an unprecedented number of conflict-affected IDPs today totalling 1.2 million. The country continues to face serious challenges in its nation-building and in addressing complex security issues. The situation is further exacerbated by economic challenges and slow progress in the implementation of development programmes. At the same time, the humanitarian community is severely constrained in addressing the country’s growing needs due to increasing insecurity, narrowing humanitarian space, and dwindling resources. The waning hope of many Afghans for their country’s political and economic future is driving people out of the country, many of them to the Islamic Republic of Iran and Pakistan. Many have also tried to reach Europe, hoping to find protection and opportunities for better lives for themselves and their families. Representing some 20 per cent, Afghans are ranked the second largest group of new arrivals in the Mediterranean since the beginning of 2016, roughly equivalent to that of 2015. The movement toward Europe is also reported to include Afghans who transited or resided in the Islamic Republic of Iran. In particular, younger refugees, many of whom were born in exile, find it difficult to relate to Afghanistan and believe they will have better educational and economic prospects in European countries.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Regional%20Plan%20-%20Building%20resilience%20%26%20solutions%20Afghan%20refugees%20in%20SWA%201JUL16-31DEC17.pdf
2016,Jordan,JO,Jordan,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2016-2017,"1,105,517,045","699,210,479",0.63,,
2016,Kenya,KE,Kenya,Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2016,"49,543,634","12,608,561",,,
2016,Lebanon,LB,Lebanon,Refugee Response Plan,RRP,Syria 3RP Regional Refugee & Resilience Plan 2016-2017,"1,902,410,103","1,071,495,195",0.56,,
2016,FYR Macedonia,MK,North Macedonia,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"26,014,080","38,984,973",1.5,,
2016,Niger,NE,Niger (the),Refugee Response Plan,RRP,Nigeria Regional Refugee Response Plan - January-December 2016,"112,109,640","43,806,329",0.39,,
2016,Pakistan,PK,Pakistan,Refugee Response Plan,RRP,Building Resilience and Solutions for Afghan Refugees in South-West Asia,"54,211,416",,,"While early last year there was a sense of optimism about the situation in the Islamic Republic of Afghanistan, the country has reverted back to a humanitarian emergency, combined with dire socioeconomic conditions. Since mid-2015, a series of political, security and economic developments in Afghanistan have affected its people and forced large numbers out of their homes with, in the last year and a half, over 500,000 people newly displaced within the country. There are now some 1.2 million internally displaced people in Afghanistan. Today, Afghans constitute the second largest group of new arrivals in Europe. The recent developments in Afghanistan have slowed voluntary returns from major hosting countries in the region. In total, less than 59,000 Afghan refugees have opted to return from the Islamic Republics of Iran and Pakistan in 2015. Furthermore, only some 7,500 Afghans have returned during the first half of 2016.  For almost four decades, millions of Afghans have found protection, assistance and temporary solutions in the neighbouring countries thanks to the generosity of the governments and people of the Islamic Republics of Iran and Pakistan. According to current figures, Pakistan hosts some 1.5 million Afghan refugees, holding Proof of Registration Cards and the Islamic Republic of Iran hosts some 951,000 Amayesh card holders . The majority of them are second and third generation refugees living in protracted displacement and with no imminent solutions. Last year, at the request of countries in the region, UNHCR convened a High Level Segment (HLS) on the Afghan refugee situation during the 66th Session of the Executive Committee of the High Commissioner’s Programme. The objective of the segment was to draw global attention to the slow progress achieved in addressing this protracted situation and encourage support from the international community. The Solutions Strategy for Afghan Refugees to Support Voluntary Repatriation, Sustainable Reintegration and Assistance to Host Countries (SSAR), developed by the Governments of the Islamic Republics of Afghanistan, Iran and Pakistan, and UNHCR has provided the overall framework for Afghan refugees in the region since 2012. 2 Member states participating at the HLS reaffirmed the validity of the SSAR and recognized the critical role played by host countries in the region. The HLS also called for increased international solidarity and responsibility-sharing to address the protracted situation, including greater financial and political support to reinforce the resilience of refugees and host communities and to find durable solutions for Afghan refugees.  The Islamic Republics of Afghanistan, Iran and Pakistan have been strong supporters of the SSAR and regularly participate in tripartite and quadripartite meetings with UNHCR to coordinate solutions for Afghan refugees. However, there are serious concerns about the limited prospects for return to Afghanistan and the decreasing support of the international community for the Afghan refugee situation. Inside Afghanistan, the situation remains precarious. The National Unity Government, formed in 2014, showed strong commitment to address issues related to displacement and placed it among its highest national priorities. This included the formation of the High Commission on Migration, chaired by the President, to address key issues relating to Afghan refugees, returnees and internally displaced people. The Government developed a national Comprehensive Voluntary Repatriation and Reintegration Strategy with UNHCR’s support and in coordination with the Governments of the Islamic Republics of Iran and Pakistan through the tripartite commission framework. Despite these positive developments, since mid-2015 the security situation in most parts of Afghanistan has been rapidly deteriorating. It has seen the highest civilian casualties recorded since 2009 (11,002 people), alongside an unprecedented number of conflict-affected IDPs today totalling 1.2 million. The country continues to face serious challenges in its nation-building and in addressing complex security issues. The situation is further exacerbated by economic challenges and slow progress in the implementation of development programmes. At the same time, the humanitarian community is severely constrained in addressing the country’s growing needs due to increasing insecurity, narrowing humanitarian space, and dwindling resources. The waning hope of many Afghans for their country’s political and economic future is driving people out of the country, many of them to the Islamic Republic of Iran and Pakistan. Many have also tried to reach Europe, hoping to find protection and opportunities for better lives for themselves and their families. Representing some 20 per cent, Afghans are ranked the second largest group of new arrivals in the Mediterranean since the beginning of 2016, roughly equivalent to that of 2015. The movement toward Europe is also reported to include Afghans who transited or resided in the Islamic Republic of Iran. In particular, younger refugees, many of whom were born in exile, find it difficult to relate to Afghanistan and believe they will have better educational and economic prospects in European countries.",http://reporting.unhcr.org/sites/default/files/UNHCR%20Regional%20Plan%20-%20Building%20resilience%20%26%20solutions%20Afghan%20refugees%20in%20SWA%201JUL16-31DEC17.pdf
2016,Serbia,RS,Serbia,Refugee Response Plan,RRP,Regional Refugee and Migrant Response Plan for Europe - January - December 2016,"20,729,867","16,788,496",0.81,,
2016,Rwanda,RW,Rwanda,Refugee Response Plan,RRP,Burundi Regional Refugee Response Plan - January - December 2016,"95,201,990","38,871,988",0.41,,
2016,Sudan,SD,Sudan (the),Refugee Response Plan,RRP,South Sudan Regional Refugee Response Plan - January-December 2016,"158,448,491","82,950,910",0.52,,
