Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
OECD Env-Growth,SSP4,OMN,GDP|PPP,billion US$2005/yr,68.334,83.334,100.055,120.597,145.633,173.328,198.127,216.587,229.447,245.942,263.563,281.423,297.709,312.035,325.255,337.14,348.427,359.315,369.371,
OECD Env-Growth,SSP5,OMN,GDP|PPP,billion US$2005/yr,68.334,83.594,101.08,124.653,156.689,195.289,234.769,272.164,307.293,347.106,388.817,431.583,473.02,512.133,549.634,585.901,621.189,655.169,686.649,
IIASA GDP,SSP1,PAK,GDP|PPP,billion US$2005/yr,426.986942037895,503.200812385546,614.781362502546,761.460285630057,962.849578305302,1230.67254479007,1574.34456786365,1998.96035130405,2499.79804421324,3058.10378312384,3646.80787145807,4237.63113884968,4809.00052977763,5339.86931540915,5816.55824389154,6232.79373706294,6589.82013562409,6889.7388490957,7159.61496930872,
IIASA GDP,SSP2,PAK,GDP|PPP,billion US$2005/yr,426.986942037895,493.75074381615,578.158753195264,675.926120324574,805.244362227383,974.46521105187,1191.09930473616,1463.1968451501,1796.01850046952,2191.05129287655,2647.83545491482,3166.35446472073,3745.1663691062,4378.66371186356,5055.31183340341,5762.061114993,6482.7486510777,7202.10286432384,7905.11593424086,
IIASA GDP,SSP3,PAK,GDP|PPP,billion US$2005/yr,426.986942037895,488.082608493931,554.798193445802,618.229164193941,693.165909220746,781.93603052623,884.765261835027,1002.47103896825,1133.07830949979,1272.52240347676,1416.15307626838,1562.68850554484,1713.85304995398,1873.56448655903,2044.53965724358,2227.55129454904,2421.79602104109,2627.31368088453,2844.96520437323,
IIASA GDP,SSP4,PAK,GDP|PPP,billion US$2005/yr,426.986942037895,485.592214059368,551.484657447321,618.845702624234,705.935179780563,816.385620458607,951.491631368237,1112.82215082388,1299.41447029406,1508.09012691541,1735.13383423026,1981.07158051843,2249.78272360779,2547.93620442249,2881.09771796608,3252.70008912378,3663.64372963394,4115.15721064723,4609.04831678571,
IIASA GDP,SSP5,PAK,GDP|PPP,billion US$2005/yr,426.986942037895,503.374821094027,619.710817299539,781.425417346138,1015.97080851292,1343.71881369486,1783.72554703249,2349.66464073803,3042.00526983744,3841.79201687928,4715.6947905881,5624.35883857656,6532.81639830099,7405.16284640164,8245.5709203382,9142.00826273976,10167.5391000534,11348.9782614023,12665.0813774309,
OECD Env-Growth,SSP1,PAK,GDP|PPP,billion US$2005/yr,418.508,487.451,593.459,763.789,1017.294,1377.046,1851.665,2441.827,3134.429,3921.301,4789.47,5723.202,6704.028,7683.777,8646.424,9573.417,10456.306,11293.446,12060.265,
OECD Env-Growth,SSP2,PAK,GDP|PPP,billion US$2005/yr,418.508,492.16,603.664,761.816,967.874,1230.311,1565.226,1979.785,2479.514,3073.545,3773.762,4593.54,5542.455,6606.072,7770.174,9026.421,10374.157,11814.634,13333.729,
OECD Env-Growth,SSP3,PAK,GDP|PPP,billion US$2005/yr,418.508,496.098,612.85,756.619,915.845,1090.208,1290.498,1514.668,1759.885,2029.377,2329.771,2669.778,3056.65,3484.719,3947.356,4442.544,4976.319,5555.895,6186.091,
OECD Env-Growth,SSP4,PAK,GDP|PPP,billion US$2005/yr,418.508,495.368,609.89,745.903,891.682,1038.663,1199.971,1372.88,1553.989,1745.395,1951.108,2176.487,2426.569,2695.781,2978.75,3275.769,3592.033,3934.149,4307.468,
OECD Env-Growth,SSP5,PAK,GDP|PPP,billion US$2005/yr,418.508,486.705,591.922,775.634,1075.083,1529.323,2146.864,2936.718,3889.689,5002.762,6267.162,7672.217,9200.888,10796.972,12449.091,14135.211,15847.188,17587.484,19320.547,
IIASA GDP,SSP1,PAN,GDP|PPP,billion US$2005/yr,34.2283995265111,48.5863067704098,61.4873620566441,71.3467344274462,79.7243672995692,88.5564362556294,98.7595953909666,110.217411741125,121.917545095698,132.905430530015,142.336736952176,150.293296794341,157.785180863254,165.442802850566,173.303198157756,180.786253270474,187.240268653454,192.16055158669,195.181772058003,
IIASA GDP,SSP2,PAN,GDP|PPP,billion US$2005/yr,34.2283995265111,48.5369045341614,60.9704901502168,70.1305681799305,78.0731190296685,85.542947167866,94.6460744079231,105.635470785982,117.977308251659,130.481423917152,142.328703833719,153.040219694104,162.470773827487,171.054474434052,179.655544985938,188.66512809532,198.0408455651,207.504515576539,216.776223440353,
IIASA GDP,SSP3,PAN,GDP|PPP,billion US$2005/yr,34.2283995265111,48.4842357767202,60.2571685074594,68.0163447900119,74.1179829366054,79.741430405609,85.9296011965328,93.181588455256,101.69304519347,110.754418148737,119.847563035359,128.58411714299,136.99493748188,145.207402789999,153.436331184351,161.678734444377,169.996521729178,178.460657385932,187.325255884904,
IIASA GDP,SSP4,PAN,GDP|PPP,billion US$2005/yr,34.2283995265111,48.098441404554,58.920300357844,65.0591196789631,68.876694105999,71.7405566326878,74.8082754631012,78.4934021073891,82.9074845075055,87.2200732581798,90.8682681283912,93.4055318057686,94.8494152307522,95.3643708550976,95.3730042677413,94.9409127813914,94.0580666141761,92.7501512458814,91.0358890924019,
IIASA GDP,SSP5,PAN,GDP|PPP,billion US$2005/yr,34.2283995265111,48.6640921664047,62.1198310001143,73.357242455792,84.0159994576278,95.9374258040554,110.010722947451,126.06111615102,142.8737798365,159.673225933697,177.239812390575,196.258825439426,217.021935154903,239.030988779823,261.620651136944,283.72557125027,304.218336716849,322.166733760078,336.805230030298,
OECD Env-Growth,SSP1,PAN,GDP|PPP,billion US$2005/yr,44.448,64.525,85.061,109.253,136.631,166.417,197.139,227.99,257.626,285.333,310.64,332.559,350.672,365.248,377.696,387.036,393.121,396.068,395.434,
OECD Env-Growth,SSP2,PAN,GDP|PPP,billion US$2005/yr,44.448,64.91,85.949,109.171,133.197,157.894,183.68,210.613,238.213,266.165,294.31,322.008,348.953,375.062,400.585,425.15,448.453,470.293,490.805,
OECD Env-Growth,SSP3,PAN,GDP|PPP,billion US$2005/yr,44.448,65.12,86.439,107.984,128.046,146.562,164.674,182.739,200.617,218.271,235.871,253.41,271.2,289.395,307.853,326.179,344.484,362.927,381.849,
OECD Env-Growth,SSP4,PAN,GDP|PPP,billion US$2005/yr,44.448,64.64,85.071,106.756,129.042,151.141,173.003,194.419,214.857,234.115,252.139,268.102,281.739,293.187,303.211,311.3,317.621,322.42,325.596,
OECD Env-Growth,SSP5,PAN,GDP|PPP,billion US$2005/yr,44.448,64.557,85.495,112.109,144.938,183.177,224.239,267.278,310.82,354.061,396.478,436.752,473.999,508.118,540.696,570.211,596.199,618.498,635.955,
IIASA GDP,SSP1,PER,GDP|PPP,billion US$2005/yr,208.51342896151,278.814259970738,349.833615257566,413.668299093938,473.70245955433,530.945389689895,586.810454521182,640.85356603638,691.224776247594,734.931938551835,769.447679865647,794.806692605584,812.986941344029,825.771631293673,839.583970775711,857.857631027104,881.045275225551,905.30494096552,926.926345399836,
IIASA GDP,SSP2,PER,GDP|PPP,billion US$2005/yr,208.51342896151,279.253704989807,347.059081037843,401.441332545683,451.108478998763,500.503669980197,552.39956547005,605.680236899515,658.17152055737,707.203517443177,750.762633822826,789.156802113504,823.324160203005,854.18556089673,882.034469511657,906.766038718614,928.796683237972,953.12806938046,983.17588928598,
IIASA GDP,SSP3,PER,GDP|PPP,billion US$2005/yr,208.51342896151,279.802013355449,345.586175072202,395.883440296442,436.760736136659,474.950973665015,513.901558782935,555.021773124307,596.315388488058,635.855966297673,672.510692325121,707.999450664931,744.445582409525,782.858620799331,822.532792398293,862.723646886162,903.76010644145,946.410281554481,992.144446181703,
IIASA GDP,SSP4,PER,GDP|PPP,billion US$2005/yr,208.51342896151,276.520064785782,333.809476636525,369.055847915578,389.325713801996,403.580040566691,417.660300977337,434.659711495168,451.98803337129,467.036934078587,478.094397178648,486.184588635635,492.588702219896,497.80196815422,501.674882889601,503.905431175583,504.458842460509,503.338968966909,500.727358243905,
IIASA GDP,SSP5,PER,GDP|PPP,billion US$2005/yr,208.51342896151,278.314460713354,349.073319136721,414.209704086118,478.302713204295,542.289550076284,606.691965791627,669.697944416895,728.15991422247,778.259385943411,816.988088375599,853.701934085121,897.162642097456,951.318073461255,1014.66981551398,1084.32176490516,1157.74671712148,1230.71274584851,1299.56074094674,
OECD Env-Growth,SSP1,PER,GDP|PPP,billion US$2005/yr,248.847,329.29,428.611,549.194,692.033,854.21,1025.122,1196.233,1361.754,1518.61,1661.653,1791.31,1905.823,2003.239,2088.342,2161.011,2221.496,2266.694,2294.57,
OECD Env-Growth,SSP2,PER,GDP|PPP,billion US$2005/yr,248.847,331.247,432.163,541.933,653.711,766.083,883.488,1004.647,1129.376,1256.215,1381.986,1509.04,1637.558,1766.282,1895.679,2026.384,2158.497,2291.902,2426.802,
OECD Env-Growth,SSP3,PER,GDP|PPP,billion US$2005/yr,248.847,334.393,441.714,549.923,648.638,734.772,819.033,902.024,984.796,1067.918,1150.9,1236.593,1326.461,1420.943,1519.228,1620.555,1725.81,1835.412,1950.772,
OECD Env-Growth,SSP4,PER,GDP|PPP,billion US$2005/yr,248.847,330.165,428.672,532.004,639.229,745.626,853.139,959.057,1063.384,1165.531,1262.639,1354.672,1441.031,1520.736,1595.448,1664.619,1729.17,1789.702,1845.277,
OECD Env-Growth,SSP5,PER,GDP|PPP,billion US$2005/yr,248.847,327.823,425.112,552.118,716.672,911.145,1114.086,1315.886,1510.799,1696.934,1869.265,2031.209,2180.536,2316.053,2446.12,2571.429,2693.652,2809.783,2916.936,
IIASA GDP,SSP1,PHL,GDP|PPP,billion US$2005/yr,278.188092954476,333.971763639526,429.834338498591,547.276645271273,701.85755328514,892.508438144285,1114.62569212383,1351.47457967801,1590.10051731567,1819.35365563621,2034.83092633474,2236.28286329372,2427.37966955894,2608.84446372745,2778.29339224253,2931.25280544473,3063.8881840956,3173.79486957935,3259.67257011538,
IIASA GDP,SSP2,PHL,GDP|PPP,billion US$2005/yr,278.188092954476,334.331076821066,421.168924546251,520.109922438023,639.28453318771,784.990383329792,958.124075753779,1153.3901533291,1363.19260648514,1581.87523693991,1806.18229741178,2032.63474997434,2259.4298205278,2483.42053521641,2700.86642894018,2909.08785208918,3106.59236122815,3293.62527601965,3469.84220349767,
IIASA GDP,SSP3,PHL,GDP|PPP,billion US$2005/yr,278.188092954476,331.403779784316,401.226106483109,468.898569342316,544.368574347133,630.418361853746,724.518483739784,821.26085362119,910.97657561143,994.674799633795,1078.17298703078,1167.07226767272,1261.49990226309,1361.20369143177,1464.3905132959,1570.02799881231,1678.37227032325,1789.82595412425,1905.38043651285,
IIASA GDP,SSP4,PHL,GDP|PPP,billion US$2005/yr,278.188092954476,330.087294814225,399.200563301326,468.053049168367,548.451614196147,645.145095893817,758.950093011497,886.876871043175,1019.69127461108,1158.69823041988,1311.15861639091,1483.99812852246,1676.55885354662,1887.05001035321,2112.11696811366,2350.31357332608,2602.45756506221,2869.35319676318,3152.45589771951,
IIASA GDP,SSP5,PHL,GDP|PPP,billion US$2005/yr,278.188092954476,334.110391043507,433.995048454638,564.368208760269,746.890243106953,984.765897555337,1275.42657540775,1599.72088417127,1940.35139156664,2282.25823322378,2619.31590820188,2950.29539124776,3277.91486828041,3600.67356741109,3913.03621884641,4233.70762057221,4609.2316539321,5068.31245352174,5612.59193417974,
OECD Env-Growth,SSP1,PHL,GDP|PPP,billion US$2005/yr,332.055,413.788,521.994,668.807,871.821,1139.855,1477.34,1879.905,2340.077,2850.495,3399.396,3969.555,4540.921,5104.786,5656.978,6184.626,6677.661,7131.261,7535.023,
OECD Env-Growth,SSP2,PHL,GDP|PPP,billion US$2005/yr,332.055,416.722,528.14,661.231,818.91,1000.371,1222.574,1489.05,1802.913,2166.583,2581.162,3044.866,3555.2,4113.891,4716.785,5357.659,6029.677,6729.752,7450.785,
OECD Env-Growth,SSP3,PHL,GDP|PPP,billion US$2005/yr,332.055,419.859,535.44,657.632,783.475,906.961,1047.765,1207.876,1388.717,1592.518,1821.737,2079.185,2367.281,2690.253,3044.544,3426.88,3838.228,4279.997,4754.881,
OECD Env-Growth,SSP4,PHL,GDP|PPP,billion US$2005/yr,332.055,419.387,533.031,645.294,755.582,850.572,953.109,1064.862,1186.831,1319.697,1463.697,1619.147,1787.465,1970.763,2165.759,2371.1,2587.622,2817.368,3063.765,
OECD Env-Growth,SSP5,PHL,GDP|PPP,billion US$2005/yr,332.055,413.255,522.908,687.896,940.124,1296.076,1753.316,2311.031,2963.721,3707.159,4531.896,5421.165,6350.676,7312.094,8305.027,9314.156,10326.567,11335.621,12323.731,
IIASA GDP,SSP1,PNG,GDP|PPP,billion US$2005/yr,16.3584108539746,28.3853389990901,43.7477304903174,63.6927916027925,84.9661657112592,106.117989188688,126.287570083932,146.242495433141,166.216014588828,186.792502668735,209.440858048981,233.630428821997,257.955648894087,280.445769591981,300.048775762266,317.149341706245,333.927858306152,351.633700169124,370.353659848338,
IIASA GDP,SSP2,PNG,GDP|PPP,billion US$2005/yr,16.3584108539746,28.4494278378606,43.5608348621329,61.939975334678,80.3092411951653,97.7884453583528,114.453012267145,131.459108935736,149.373382966639,168.457787508865,188.113000177826,207.927307887485,227.860097574532,247.890258269615,268.702043898643,295.147515308038,325.972078839384,358.138967701513,387.944519620008,
IIASA GDP,SSP3,PNG,GDP|PPP,billion US$2005/yr,16.3584108539746,28.4719348802613,43.4130534629798,60.8406041925082,76.9727258438307,90.7749600963005,102.528660078748,113.434289581882,124.160605729208,134.852140606503,145.379188484488,155.61016149661,165.566621019109,175.326194117364,185.322966211791,195.723537301868,206.555986686436,217.81931638365,229.707009003552,
IIASA GDP,SSP4,PNG,GDP|PPP,billion US$2005/yr,16.3584108539746,28.4158939716063,43.1821267726486,60.3043629081269,76.2484047927346,90.2308782959846,102.729498134272,115.042114953884,127.960937568672,141.740961993396,156.292445276706,171.335232955617,186.67564335094,202.197860185698,218.285777835944,235.112764629816,252.742816144837,271.206978118849,290.746055571934,
IIASA GDP,SSP5,PNG,GDP|PPP,billion US$2005/yr,16.3584108539746,28.4208086959532,44.165089288695,65.4472499435631,89.6179956758082,115.473167477041,142.057389365089,170.018854607313,199.411174984511,230.753737027852,265.822654476702,303.923323863156,343.056320244596,384.39740752559,430.004983581106,480.949225192534,536.317383167478,594.448497895695,653.602668462746,
OECD Env-Growth,SSP1,PNG,GDP|PPP,billion US$2005/yr,15.207,23.548,29.564,38.805,53.103,73.526,100.583,134.938,176.856,225.945,281.043,340.173,401.387,462.587,523.704,582.51,637.618,687.822,731.938,
OECD Env-Growth,SSP2,PNG,GDP|PPP,billion US$2005/yr,15.207,23.756,29.847,38.476,50.036,64.317,82.274,104.701,132.213,165.227,203.788,247.693,297.06,351.671,411.739,476.574,545.164,616.592,690.579,
OECD Env-Growth,SSP3,PNG,GDP|PPP,billion US$2005/yr,15.207,23.804,30.037,37.949,47.372,57.552,69.315,82.967,98.56,116.019,135.212,156.038,178.525,202.755,228.762,256.146,284.777,314.77,346.385,
OECD Env-Growth,SSP4,PNG,GDP|PPP,billion US$2005/yr,15.207,23.818,30.012,37.445,46.093,54.677,64.152,74.753,86.469,99.153,112.631,126.744,141.513,156.998,173.211,189.889,207.001,224.74,243.43,
OECD Env-Growth,SSP5,PNG,GDP|PPP,billion US$2005/yr,15.207,23.548,29.67,40.016,57.64,84.709,121.824,170.347,231.206,304.547,389.499,483.969,585.7,692.069,803.326,916.34,1028.979,1139.154,1244.544,
IIASA GDP,SSP1,POL,GDP|PPP,billion US$2005/yr,629.704988401256,787.856708356207,961.903463940335,1110.54810721147,1219.19938001604,1296.68001824152,1360.55150184372,1422.39637808272,1483.39698906386,1545.15504290085,1610.88616579906,1681.4592299939,1754.51568984801,1825.84542468241,1889.11730329521,1940.15606710397,1982.05660392188,2024.65384131257,2074.99174257743,
IIASA GDP,SSP2,POL,GDP|PPP,billion US$2005/yr,629.704988401256,789.937473657112,962.622833071609,1102.30236742266,1195.31879079388,1253.8257877479,1296.83815939543,1336.28163519814,1373.70832779564,1409.71737920262,1445.94461713283,1482.28280671891,1516.65058396462,1547.24413764747,1573.53874313248,1597.23198349455,1622.04551530002,1652.14594220739,1688.94368733708,
IIASA GDP,SSP3,POL,GDP|PPP,billion US$2005/yr,629.704988401256,789.358065999124,954.384645502923,1074.86353241781,1137.55793377747,1159.14418064732,1160.97358813822,1155.63322207852,1145.21279669741,1130.78265441344,1113.28289238136,1092.73435364643,1068.85281462952,1041.71797725468,1012.54997873168,983.219584660443,955.742063490525,930.829275715227,907.735406686896,
IIASA GDP,SSP4,POL,GDP|PPP,billion US$2005/yr,629.704988401256,790.959858528183,961.960227421783,1094.68398829349,1174.88496373916,1217.82055810691,1244.05020985377,1265.52420939524,1283.25731317615,1297.57255257805,1309.46399027602,1318.77895497239,1324.72840269756,1325.72310240404,1320.69812537687,1310.31635231056,1297.73387578904,1286.72420817631,1279.27069082077,
IIASA GDP,SSP5,POL,GDP|PPP,billion US$2005/yr,629.704988401256,789.990052369712,974.88403768923,1148.97916198141,1299.21916842189,1434.09424448434,1569.71211485675,1717.79717111387,1879.37518165499,2056.99102159697,2256.36649692083,2480.35489425578,2726.2136877507,2989.32781650691,3262.06272631076,3539.25228683412,3825.58250175855,4136.91690045332,4485.99974210449,
OECD Env-Growth,SSP1,POL,GDP|PPP,billion US$2005/yr,660.478,768.404,904.195,1041.87,1183.144,1326.292,1452.728,1551.89,1626.932,1692.167,1758.764,1831.976,1904.634,1966.456,2017.088,2059.189,2097.9,2139.702,2186.424,
OECD Env-Growth,SSP2,POL,GDP|PPP,billion US$2005/yr,660.478,767.34,897.648,1017.735,1129.031,1236.731,1335.099,1417.386,1486.294,1551.647,1620.694,1696.784,1773.739,1842.46,1903.864,1961.983,2021.2,2086.878,2160.71,
OECD Env-Growth,SSP3,POL,GDP|PPP,billion US$2005/yr,660.478,764.17,883.903,982.027,1059.054,1119.918,1162.427,1182.021,1183.215,1176.856,1169.895,1163.658,1151.647,1128.355,1098.396,1065.624,1033.727,1004.49,976.07,
OECD Env-Growth,SSP4,POL,GDP|PPP,billion US$2005/yr,660.478,765.979,896.548,1028.826,1162.144,1293.071,1404.688,1489.62,1551.965,1604.711,1656.986,1710.516,1757.16,1787.829,1807.116,1820.356,1833.407,1851.052,1872.141,
OECD Env-Growth,SSP5,POL,GDP|PPP,billion US$2005/yr,660.478,770.619,915.879,1081.944,1268.261,1467.301,1656.97,1830.768,1994.008,2163.29,2352.9,2572.708,2818.427,3078.39,3347.177,3626.714,3924.294,4254.139,4628.209,
IIASA GDP,SSP1,PRI,GDP|PPP,billion US$2005/yr,93.708485578845,89.7615513827321,91.1738268868394,93.9344478382963,97.243318081611,100.041857882794,101.864751326854,103.116262294561,104.129769908685,105.01456438563,105.69011738656,106.154676851284,106.344441726831,106.142428238261,105.553342268557,104.612810388722,103.355872771983,101.616394723258,99.1792561249706,
IIASA GDP,SSP2,PRI,GDP|PPP,billion US$2005/yr,93.708485578845,91.5572696368326,93.5884879897129,95.6183889486784,98.0781246380799,100.4130963717,102.151636785337,103.484092421055,104.593016319378,105.574625256737,106.341991000845,107.071548270962,107.922108052413,108.982762006421,110.263778899463,111.799260837894,113.645216873471,115.820681220739,118.159376339601,
IIASA GDP,SSP3,PRI,GDP|PPP,billion US$2005/yr,93.708485578845,90.7271735692243,93.3217631048171,97.489980584214,102.663896488767,108.064255871818,113.046314518515,117.619379671383,122.136090821329,126.856171587786,131.903362005683,137.472375377346,143.730654216681,150.866131058245,158.955912082035,168.027523224959,178.104358012216,189.290191098229,201.73115120216,
IIASA GDP,SSP4,PRI,GDP|PPP,billion US$2005/yr,93.708485578845,90.9273994643104,91.0578257126568,90.0590275162507,88.8827604109575,87.6317977412937,86.0746628702931,84.0179765974617,81.3335333637415,78.2216277515724,74.9487624401831,71.9765374632315,69.5147252514246,67.530634467624,65.8832969851892,64.4447539231471,63.1679537840881,61.9840858027689,60.720588624497,
IIASA GDP,SSP5,PRI,GDP|PPP,billion US$2005/yr,93.708485578845,89.5122904373081,90.4463188540518,92.3933070965559,94.7942979980339,96.6985959174827,98.1880360175222,99.4477604574942,100.544216893827,101.27866490489,101.475012950781,101.202755313667,100.448179648299,99.1397189174804,97.3625635298457,95.2905742399952,93.1656409187477,91.0182170356174,88.7075978487088,
OECD Env-Growth,SSP1,PRI,GDP|PPP,billion US$2005/yr,64.752,72.416,79.597,87.571,95.766,103.832,110.589,115.573,118.932,120.777,120.927,120.242,118.768,116.483,114.01,111.453,108.827,106.021,102.961,
OECD Env-Growth,SSP2,PRI,GDP|PPP,billion US$2005/yr,64.752,72.005,78.873,85.797,92.248,98.385,103.979,108.709,112.692,115.829,117.874,119.587,121.182,122.66,124.277,126.084,128.162,130.64,133.417,
OECD Env-Growth,SSP3,PRI,GDP|PPP,billion US$2005/yr,64.752,70.886,77.21,83.676,89.409,94.853,100.155,105.097,109.865,114.261,118.08,121.999,126.356,130.988,135.724,140.589,145.763,151.412,157.708,
OECD Env-Growth,SSP4,PRI,GDP|PPP,billion US$2005/yr,64.752,70.647,76.398,82.537,89.074,95.542,101.047,105.308,108.627,110.954,112.092,112.63,112.725,112.355,111.863,111.324,110.903,110.647,110.315,
OECD Env-Growth,SSP5,PRI,GDP|PPP,billion US$2005/yr,64.752,72.328,79.465,87.684,96.604,105.357,112.205,116.831,119.573,120.692,120.026,118.651,116.432,113.419,110.417,107.695,105.351,103.331,101.529,
IIASA GDP,SSP1,PRT,GDP|PPP,billion US$2005/yr,213.132885480639,231.495904429969,263.477725665494,320.396529894893,394.436845363797,480.173986805186,568.300918204574,653.475204796166,732.554939057449,805.028727019878,871.926831041873,933.295028202017,988.642268282078,1037.18543812571,1079.09897766038,1116.40158381681,1150.53053621651,1182.70022201915,1212.65360322855,
IIASA GDP,SSP2,PRT,GDP|PPP,billion US$2005/yr,213.132885480639,231.582597083313,262.325945903471,315.964659949276,384.962635062496,464.192450269819,544.578009349109,620.773410400944,690.155340664212,752.59170704403,809.5522072863,861.450349701982,908.555498895794,951.39064585863,991.141522424915,1029.27677777217,1066.81558407503,1103.97775615804,1139.37681563086,
IIASA GDP,SSP3,PRT,GDP|PPP,billion US$2005/yr,213.132885480639,216.083282030867,218.989126289686,234.394436200514,260.61742787044,293.126900304493,323.944068944171,348.731685769094,366.54708490508,378.787354986672,387.13841713536,392.575306547261,395.854449358581,397.455232867557,398.069797623613,398.445278882575,398.877384038827,399.060707686727,398.56288797973,
IIASA GDP,SSP4,PRT,GDP|PPP,billion US$2005/yr,213.132885480639,231.341901250966,260.568920629966,310.692041080838,373.718942710043,444.547457295362,514.21169555873,577.19255601751,630.756545796216,675.595037516752,713.725985869525,746.02761191617,773.149457965858,795.21253669384,812.870835022471,827.50592059105,840.65002332468,852.627677728905,861.982838433499,
IIASA GDP,SSP5,PRT,GDP|PPP,billion US$2005/yr,213.132885480639,232.434318521555,267.920565122738,333.302352940298,423.120307383183,534.025088949865,657.333360803632,787.96392739043,922.244499302242,1059.1937747966,1200.10296816155,1344.86187286364,1492.08276041061,1640.37758248488,1789.58898329897,1941.97587081087,2099.3626554013,2263.85321654766,2435.99224964489,
OECD Env-Growth,SSP1,PRT,GDP|PPP,billion US$2005/yr,230.606,230.091,253.869,281.428,314.359,350.773,387.153,423.634,460.909,500.697,542.749,585.152,625.91,664.811,702.433,738.836,773.513,805.629,834.34,
OECD Env-Growth,SSP2,PRT,GDP|PPP,billion US$2005/yr,230.606,229.811,252.432,275.982,301.271,327.69,355.143,384.765,417.937,455.499,496.823,539.96,583.496,627.89,673.28,719.664,766.803,813.894,859.501,
OECD Env-Growth,SSP3,PRT,GDP|PPP,billion US$2005/yr,230.606,228.259,247.043,263.175,276.71,286.843,294.2,299.939,305.628,311.969,318.422,323.698,326.637,328.068,329.005,329.307,329.045,327.843,324.936,
OECD Env-Growth,SSP4,PRT,GDP|PPP,billion US$2005/yr,230.606,229.297,251.771,277.196,306.56,337.512,366.729,394.966,424.033,454.97,487.413,519.118,548.272,575.397,601.785,627.301,652.259,676.009,696.407,
OECD Env-Growth,SSP5,PRT,GDP|PPP,billion US$2005/yr,230.606,231.203,257.926,294.003,341.673,398.458,459.367,526.098,600.816,686.923,785.692,895.646,1015.483,1145.807,1287.198,1439.971,1603.323,1776.177,1959.16,
IIASA GDP,SSP1,PRY,GDP|PPP,billion US$2005/yr,23.2879197767609,27.5804788519852,33.1680696993665,41.2102817212536,51.8474546823001,64.7669225497937,79.7168765927989,95.6996534441387,114.100445516229,134.257532924033,154.809086323501,173.727443319839,190.421940684716,204.885570367719,217.396012835526,228.049903567465,236.713087810843,244.459558977094,252.499796151831,
IIASA GDP,SSP2,PRY,GDP|PPP,billion US$2005/yr,23.2879197767609,27.3627582883062,31.7974723472461,37.7771804551004,45.5672156153733,55.1764788232498,66.5551967687687,79.295665996633,92.851014651887,107.03404607226,121.900569667496,137.543713642565,156.755294762855,178.965587053472,202.518369415257,225.025182252879,245.603336172852,264.020453499405,280.463676938727,
IIASA GDP,SSP3,PRY,GDP|PPP,billion US$2005/yr,23.2879197767609,27.1606661458599,30.7377855995417,35.0413682244176,40.2767273036739,46.3700091176703,53.087268601132,60.0313580164608,66.7353028936941,73.1929433959525,79.7046482314818,86.5653533238828,93.8841493274462,101.685750581032,109.932934719874,118.560893407332,127.641158492308,137.259543530755,147.546737341985,
IIASA GDP,SSP4,PRY,GDP|PPP,billion US$2005/yr,23.2879197767609,27.0193751600066,30.4883413448179,34.7706638872371,40.1893832779482,46.7414313659182,54.3492743194969,62.7076142125223,71.3901238254586,80.4092205453336,90.132537676718,100.880425282021,112.740255267287,125.702484681434,139.715665102964,154.722208732142,170.839179769974,188.190239851394,206.947067553133,
IIASA GDP,SSP5,PRY,GDP|PPP,billion US$2005/yr,23.2879197767609,27.5928758978473,33.4082342221866,42.1543251856199,54.3020615973033,69.7957603046926,88.5509225721527,109.505287587388,134.296521363552,162.18408431859,191.472656979024,219.483194610811,245.238835020389,268.894175759242,294.192258452589,323.793259708281,358.539100942628,397.406031661809,438.301593853829,
OECD Env-Growth,SSP1,PRY,GDP|PPP,billion US$2005/yr,30.001,36.849,46.173,60.969,82.27,110.602,145.259,185.206,228.926,275.504,323.621,371.941,419.025,463.584,506.044,545.338,581.062,613.145,639.942,
OECD Env-Growth,SSP2,PRY,GDP|PPP,billion US$2005/yr,30.001,37.146,46.722,60.084,77.042,97.428,121.946,150.506,183.047,219.732,260.446,305.056,353.293,404.646,458.697,514.787,572.731,632.364,693.196,
OECD Env-Growth,SSP3,PRY,GDP|PPP,billion US$2005/yr,30.001,37.391,47.285,59.593,73.497,88.396,104.907,122.868,142.115,162.711,184.682,208.16,233.31,260.144,288.434,317.99,349.123,382.071,417.172,
OECD Env-Growth,SSP4,PRY,GDP|PPP,billion US$2005/yr,30.001,37.353,47.345,60.409,77.089,97.199,121.165,149.01,180.845,217.066,257.985,303.981,355.621,413.288,476.954,546.632,623.136,707.273,800.11,
OECD Env-Growth,SSP5,PRY,GDP|PPP,billion US$2005/yr,30.001,36.806,46.284,62.749,88.543,124.89,170.337,223.9,284.041,349.971,420.38,493.987,569.115,644.181,720.035,795.171,868.984,941.306,1009.355,
OECD Env-Growth,SSP1,PSE,GDP|PPP,billion US$2005/yr,11.09,15,20.72,29.479,42.082,58.855,79.007,101.54,125.396,149.767,173.737,197.589,220.385,242.012,263.144,283.754,304.075,324.2,343.628,
OECD Env-Growth,SSP2,PSE,GDP|PPP,billion US$2005/yr,11.097,14.788,20.223,27.845,37.652,49.548,63.636,79.642,97.455,117.007,138.068,161.296,186.496,213.678,243.036,274.906,309.56,347.265,388.207,
