Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP3,JPN,Population,million,126.535920016219,125.555685613104,123.210500389771,119.739630517697,115.47437668521,110.793814940874,105.84397474578,100.73154998755,95.5016521430158,90.2308538696573,84.810505992508,79.2733728176369,73.789690904799,68.5088686872506,63.5631596254789,58.9100464493538,54.5160164899964,50.3293201425766,46.3310360087176,
IIASA GDP,SSP4,JPN,Population,million,126.535920016219,125.867023881652,124.146677174677,121.593499553483,118.399351584149,114.884446762521,111.146907460101,107.197025854725,103.09817107215,98.9548106833871,94.7267689257619,90.2505237354048,85.5982630158493,80.9075809889322,76.2674430402207,71.5414470190929,66.871626720349,62.3185680005266,57.8978204870989,
IIASA GDP,SSP5,JPN,Population,million,126.535920016219,126.661235176349,126.42588675041,125.966315400208,125.369247259568,124.60649750097,123.783478902215,122.996713157388,122.310165166106,121.740134242609,120.93919041368,119.659263206519,117.974312267616,116.055290272733,114.046137707759,111.836465640947,109.608464771639,107.440862032521,105.342083107007,
IIASA-WiC POP,SSP1,JPN,Population,million,126.535920016219,126.340102500061,125.482550097118,124.105527315672,122.372345599778,120.409026948087,118.293505280424,116.057506135339,113.713642256618,111.323724970912,108.559666220301,105.281182568811,101.598130187294,97.6781984165156,93.6491765496587,89.4080038870139,85.1552031007958,80.988261125141,76.9358958319629,
IIASA-WiC POP,SSP2,JPN,Population,million,126.535920016219,126.104531362411,124.812548020654,122.850151439823,120.409813323431,117.670260958663,114.754409856619,111.707925381412,108.60869980126,105.522853716767,102.414741770572,99.0953459375039,95.6191221875417,92.1221470293641,88.6904399732614,85.1721265594068,81.6863611397245,78.2759936837181,74.941346345532,
IIASA-WiC POP,SSP3,JPN,Population,million,126.535920016219,125.555685613104,123.210500389771,119.739630517697,115.47437668521,110.793814940874,105.84397474578,100.73154998755,95.5016521430158,90.2308538696573,84.810505992508,79.2733728176369,73.789690904799,68.5088686872506,63.5631596254789,58.9100464493538,54.5160164899964,50.3293201425766,46.3310360087176,
IIASA-WiC POP,SSP4,JPN,Population,million,126.535920016219,125.867023881652,124.146677174677,121.593499553483,118.399351584149,114.884446762521,111.146907460101,107.197025854725,103.09817107215,98.9548106833871,94.7267689257619,90.2505237354048,85.5982630158493,80.9075809889322,76.2674430402207,71.5414470190929,66.871626720349,62.3185680005266,57.8978204870989,
IIASA-WiC POP,SSP5,JPN,Population,million,126.535920016219,126.661235176349,126.42588675041,125.966315400208,125.369247259568,124.60649750097,123.783478902215,122.996713157388,122.310165166106,121.740134242609,120.93919041368,119.659263206519,117.974312267616,116.055290272733,114.046137707759,111.836465640947,109.608464771639,107.440862032521,105.342083107007,
NCAR,SSP1,JPN,Population,million,126.535920016219,126.340102500061,125.482550097118,124.105527315672,122.372345599778,120.409026948087,118.293505280424,116.057506135339,113.713642256618,111.323724970912,108.559666220301,105.281182568811,101.598130187294,97.6781984165156,93.6491765496587,89.4080038870139,85.1552031007958,80.988261125141,76.9358958319629,
NCAR,SSP2,JPN,Population,million,126.535920016219,126.104531362411,124.812548020654,122.850151439823,120.409813323431,117.670260958663,114.754409856619,111.707925381412,108.60869980126,105.522853716767,102.414741770572,99.0953459375039,95.6191221875417,92.1221470293641,88.6904399732614,85.1721265594068,81.6863611397245,78.2759936837181,74.941346345532,
NCAR,SSP3,JPN,Population,million,126.535920016219,125.555685613104,123.210500389771,119.739630517697,115.47437668521,110.793814940874,105.84397474578,100.73154998755,95.5016521430158,90.2308538696573,84.810505992508,79.2733728176369,73.789690904799,68.5088686872506,63.5631596254789,58.9100464493538,54.5160164899964,50.3293201425766,46.3310360087176,
NCAR,SSP4,JPN,Population,million,126.535920016219,125.867023881652,124.146677174677,121.593499553483,118.399351584149,114.884446762521,111.146907460101,107.197025854725,103.09817107215,98.9548106833871,94.7267689257619,90.2505237354048,85.5982630158493,80.9075809889322,76.2674430402207,71.5414470190929,66.871626720349,62.3185680005266,57.8978204870989,
NCAR,SSP5,JPN,Population,million,126.535920016219,126.661235176349,126.42588675041,125.966315400208,125.369247259568,124.60649750097,123.783478902215,122.996713157388,122.310165166106,121.740134242609,120.93919041368,119.659263206519,117.974312267616,116.055290272733,114.046137707759,111.836465640947,109.608464771639,107.440862032521,105.342083107007,
OECD Env-Growth,SSP1,JPN,Population,million,126.536,126.34,125.483,124.106,122.372,120.409,118.294,116.058,113.714,111.324,108.56,105.281,101.598,97.678,93.649,89.408,85.155,80.988,76.936,
OECD Env-Growth,SSP2,JPN,Population,million,126.536,126.105,124.813,122.85,120.41,117.67,114.754,111.708,108.609,105.523,102.415,99.095,95.619,92.122,88.69,85.172,81.686,78.276,74.941,
OECD Env-Growth,SSP3,JPN,Population,million,126.536,125.556,123.211,119.74,115.474,110.794,105.844,100.732,95.502,90.231,84.811,79.273,73.79,68.509,63.563,58.91,54.516,50.329,46.331,
OECD Env-Growth,SSP4,JPN,Population,million,126.536,125.867,124.147,121.593,118.399,114.884,111.147,107.197,103.098,98.955,94.727,90.251,85.598,80.908,76.267,71.541,66.872,62.319,57.898,
OECD Env-Growth,SSP5,JPN,Population,million,126.536,126.661,126.426,125.966,125.369,124.606,123.783,122.997,122.31,121.74,120.939,119.659,117.974,116.055,114.046,111.836,109.608,107.441,105.342,
IIASA GDP,SSP1,KAZ,Population,million,16.0263670004566,16.7782047222665,17.3983467322294,17.8529413676512,18.1665608643165,18.4285975425969,18.6420672136774,18.7537891436968,18.7352727465216,18.6134661319861,18.4123956889882,18.1401350261258,17.7986991150996,17.3794990575081,16.8833512522156,16.3258685946956,15.7307562859833,15.1149684265668,14.463175856623,
IIASA GDP,SSP2,KAZ,Population,million,16.0263670004566,16.8662415308768,17.5904964406632,18.19200742102,18.694465370067,19.1528978810643,19.5807234600775,19.9353753404897,20.1777910358002,20.3235700323422,20.4103809709159,20.434941333653,20.3899785957407,20.2642876886734,20.0551068828737,19.7951981587303,19.4985469435039,19.1681185507853,18.7938942051396,
IIASA GDP,SSP3,KAZ,Population,million,16.0263670004566,16.8948914638228,17.7397620903776,18.4798335589686,19.1315936823765,19.751673781498,20.3968021854392,21.024436586699,21.597135745615,22.0874215257813,22.525591746728,22.9344174865675,23.3317939532808,23.7094394395331,24.0498713064265,24.349851838161,24.6155721047805,24.8525759652046,25.0645027596379,
IIASA GDP,SSP4,KAZ,Population,million,16.0263670004566,16.7621926987687,17.3608031067293,17.7819116749084,18.0505390484193,18.2509593046934,18.3816936290005,18.3980665750843,18.2790411837307,18.0531242463751,17.7420161286055,17.3515901523279,16.8882969635656,16.3517989419179,15.7492985407004,15.1006838900438,14.4234490918466,13.725467421357,13.0061055507185,
IIASA GDP,SSP5,KAZ,Population,million,16.0263670004566,16.7765762807444,17.3940068059319,17.8606947394709,18.199599669433,18.4809353760091,18.7037310277515,18.8215291536074,18.8141524718142,18.7115232876846,18.5341306105289,18.2792081546194,17.9471908477591,17.5304391258051,17.0320295244648,16.4688064663486,15.8644716815705,15.2359952976329,14.5694734921521,
IIASA-WiC POP,SSP1,KAZ,Population,million,16.0263670004566,16.7782047222665,17.3983467322294,17.8529413676512,18.1665608643165,18.4285975425969,18.6420672136774,18.7537891436968,18.7352727465216,18.6134661319861,18.4123956889882,18.1401350261258,17.7986991150996,17.3794990575081,16.8833512522156,16.3258685946956,15.7307562859833,15.1149684265668,14.463175856623,
IIASA-WiC POP,SSP2,KAZ,Population,million,16.0263670004566,16.8662415308768,17.5904964406632,18.19200742102,18.694465370067,19.1528978810643,19.5807234600775,19.9353753404897,20.1777910358002,20.3235700323422,20.4103809709159,20.434941333653,20.3899785957407,20.2642876886734,20.0551068828737,19.7951981587303,19.4985469435039,19.1681185507853,18.7938942051396,
IIASA-WiC POP,SSP3,KAZ,Population,million,16.0263670004566,16.8948914638228,17.7397620903776,18.4798335589686,19.1315936823765,19.751673781498,20.3968021854392,21.024436586699,21.597135745615,22.0874215257813,22.525591746728,22.9344174865675,23.3317939532808,23.7094394395331,24.0498713064265,24.349851838161,24.6155721047805,24.8525759652046,25.0645027596379,
IIASA-WiC POP,SSP4,KAZ,Population,million,16.0263670004566,16.7621926987687,17.3608031067293,17.7819116749084,18.0505390484193,18.2509593046934,18.3816936290005,18.3980665750843,18.2790411837307,18.0531242463751,17.7420161286055,17.3515901523279,16.8882969635656,16.3517989419179,15.7492985407004,15.1006838900438,14.4234490918466,13.725467421357,13.0061055507185,
IIASA-WiC POP,SSP5,KAZ,Population,million,16.0263670004566,16.7765762807444,17.3940068059319,17.8606947394709,18.199599669433,18.4809353760091,18.7037310277515,18.8215291536074,18.8141524718142,18.7115232876846,18.5341306105289,18.2792081546194,17.9471908477591,17.5304391258051,17.0320295244648,16.4688064663486,15.8644716815705,15.2359952976329,14.5694734921521,
NCAR,SSP1,KAZ,Population,million,16.0263670004566,16.7782047222665,17.3983467322294,17.8529413676512,18.1665608643165,18.4285975425969,18.6420672136774,18.7537891436968,18.7352727465216,18.6134661319861,18.4123956889882,18.1401350261258,17.7986991150996,17.3794990575081,16.8833512522156,16.3258685946956,15.7307562859833,15.1149684265668,14.463175856623,
NCAR,SSP2,KAZ,Population,million,16.0263670004566,16.8662415308768,17.5904964406632,18.19200742102,18.694465370067,19.1528978810643,19.5807234600775,19.9353753404897,20.1777910358002,20.3235700323422,20.4103809709159,20.434941333653,20.3899785957407,20.2642876886734,20.0551068828737,19.7951981587303,19.4985469435039,19.1681185507853,18.7938942051396,
NCAR,SSP3,KAZ,Population,million,16.0263670004566,16.8948914638228,17.7397620903776,18.4798335589686,19.1315936823765,19.751673781498,20.3968021854392,21.024436586699,21.597135745615,22.0874215257813,22.525591746728,22.9344174865675,23.3317939532808,23.7094394395331,24.0498713064265,24.349851838161,24.6155721047805,24.8525759652046,25.0645027596379,
NCAR,SSP4,KAZ,Population,million,16.0263670004566,16.7621926987687,17.3608031067293,17.7819116749084,18.0505390484193,18.2509593046934,18.3816936290005,18.3980665750843,18.2790411837307,18.0531242463751,17.7420161286055,17.3515901523279,16.8882969635656,16.3517989419179,15.7492985407004,15.1006838900438,14.4234490918466,13.725467421357,13.0061055507185,
NCAR,SSP5,KAZ,Population,million,16.0263670004566,16.7765762807444,17.3940068059319,17.8606947394709,18.199599669433,18.4809353760091,18.7037310277515,18.8215291536074,18.8141524718142,18.7115232876846,18.5341306105289,18.2792081546194,17.9471908477591,17.5304391258051,17.0320295244648,16.4688064663486,15.8644716815705,15.2359952976329,14.5694734921521,
OECD Env-Growth,SSP1,KAZ,Population,million,16.026,16.778,17.398,17.853,18.167,18.429,18.642,18.754,18.735,18.613,18.412,18.14,17.799,17.379,16.883,16.326,15.731,15.115,14.463,
OECD Env-Growth,SSP2,KAZ,Population,million,16.026,16.866,17.59,18.192,18.694,19.153,19.581,19.935,20.178,20.324,20.41,20.435,20.39,20.264,20.055,19.795,19.499,19.168,18.794,
OECD Env-Growth,SSP3,KAZ,Population,million,16.026,16.895,17.74,18.48,19.132,19.752,20.397,21.024,21.597,22.087,22.526,22.934,23.332,23.709,24.05,24.35,24.616,24.853,25.065,
OECD Env-Growth,SSP4,KAZ,Population,million,16.026,16.762,17.361,17.782,18.051,18.251,18.382,18.398,18.279,18.053,17.742,17.352,16.888,16.352,15.749,15.101,14.423,13.725,13.006,
OECD Env-Growth,SSP5,KAZ,Population,million,16.026,16.777,17.394,17.861,18.2,18.481,18.704,18.822,18.814,18.712,18.534,18.279,17.947,17.53,17.032,16.469,15.864,15.236,14.569,
IIASA GDP,SSP1,KEN,Population,million,40.512682,45.2059081665415,49.7160377328152,53.9952428638354,57.9742575696124,61.7583533975763,65.1648672047909,68.0396766312142,70.3476633298026,72.1764132139367,73.5624652517922,74.5931614811707,75.239549709188,75.4911685727456,75.3743600379802,74.9198175249296,74.1477329375336,73.058855714825,71.662824836542,
IIASA GDP,SSP2,KEN,Population,million,40.512682,45.5664013138289,50.6575513714898,55.6666851230459,60.5933137905369,65.4394750435172,70.0353517493073,74.278589013803,78.0556223400833,81.3075591211945,84.1653098163642,86.7599927054445,89.0220404246925,90.9793596404017,92.5942331107204,93.8273189190637,94.7324936487855,95.2693214411107,95.5405812857994,
IIASA GDP,SSP3,KEN,Population,million,40.512682,46.2431452713816,52.5343410840649,59.1629749720777,66.2052783226343,73.4164489841152,80.8503847856371,88.3873918265597,95.9462198220012,103.202215080463,110.276465349767,117.145522525358,124.052299229222,130.825271629464,137.406753096495,143.72378683387,149.744330426989,155.463083834591,160.980350763906,
IIASA GDP,SSP4,KEN,Population,million,40.512682,46.1179294208481,52.1387871037826,58.4036350965578,64.9954754172448,71.6331911251821,78.3582257950938,85.0609582208406,91.6747044286922,97.9184348648313,103.901278962307,109.650142059304,115.397644781867,120.993450176759,126.388204172338,131.513526626478,136.331337460104,140.829948082991,145.094611223039,
IIASA GDP,SSP5,KEN,Population,million,40.512682,45.1597795685235,49.5526605611574,53.6211320306093,57.3403391268305,60.8139476358506,63.8586670847433,66.3335835162908,68.2160586719434,69.5993437685073,70.5262420772129,71.1496811095955,71.4519864366133,71.4294384498196,71.110439018841,70.5255011895033,69.6938469058072,68.614959501708,67.2937984165333,
IIASA-WiC POP,SSP1,KEN,Population,million,40.512682,45.2059081665415,49.7160377328152,53.9952428638354,57.9742575696124,61.7583533975763,65.1648672047909,68.0396766312142,70.3476633298026,72.1764132139367,73.5624652517922,74.5931614811707,75.239549709188,75.4911685727456,75.3743600379802,74.9198175249296,74.1477329375336,73.058855714825,71.662824836542,
IIASA-WiC POP,SSP2,KEN,Population,million,40.512682,45.5664013138289,50.6575513714898,55.6666851230459,60.5933137905369,65.4394750435172,70.0353517493073,74.278589013803,78.0556223400833,81.3075591211945,84.1653098163642,86.7599927054445,89.0220404246925,90.9793596404017,92.5942331107204,93.8273189190637,94.7324936487855,95.2693214411107,95.5405812857994,
IIASA-WiC POP,SSP3,KEN,Population,million,40.512682,46.2431452713816,52.5343410840649,59.1629749720777,66.2052783226343,73.4164489841152,80.8503847856371,88.3873918265597,95.9462198220012,103.202215080463,110.276465349767,117.145522525358,124.052299229222,130.825271629464,137.406753096495,143.72378683387,149.744330426989,155.463083834591,160.980350763906,
IIASA-WiC POP,SSP4,KEN,Population,million,40.512682,46.1179294208481,52.1387871037826,58.4036350965578,64.9954754172448,71.6331911251821,78.3582257950938,85.0609582208406,91.6747044286922,97.9184348648313,103.901278962307,109.650142059304,115.397644781867,120.993450176759,126.388204172338,131.513526626478,136.331337460104,140.829948082991,145.094611223039,
IIASA-WiC POP,SSP5,KEN,Population,million,40.512682,45.1597795685235,49.5526605611574,53.6211320306093,57.3403391268305,60.8139476358506,63.8586670847433,66.3335835162908,68.2160586719434,69.5993437685073,70.5262420772129,71.1496811095955,71.4519864366133,71.4294384498196,71.110439018841,70.5255011895033,69.6938469058072,68.614959501708,67.2937984165333,
NCAR,SSP1,KEN,Population,million,40.512682,45.2059081665415,49.7160377328152,53.9952428638354,57.9742575696124,61.7583533975763,65.1648672047909,68.0396766312142,70.3476633298026,72.1764132139367,73.5624652517922,74.5931614811707,75.239549709188,75.4911685727456,75.3743600379802,74.9198175249296,74.1477329375336,73.058855714825,71.662824836542,
NCAR,SSP2,KEN,Population,million,40.512682,45.5664013138289,50.6575513714898,55.6666851230459,60.5933137905369,65.4394750435172,70.0353517493073,74.278589013803,78.0556223400833,81.3075591211945,84.1653098163642,86.7599927054445,89.0220404246925,90.9793596404017,92.5942331107204,93.8273189190637,94.7324936487855,95.2693214411107,95.5405812857994,
NCAR,SSP3,KEN,Population,million,40.512682,46.2431452713816,52.5343410840649,59.1629749720777,66.2052783226343,73.4164489841152,80.8503847856371,88.3873918265597,95.9462198220012,103.202215080463,110.276465349767,117.145522525358,124.052299229222,130.825271629464,137.406753096495,143.72378683387,149.744330426989,155.463083834591,160.980350763906,
NCAR,SSP4,KEN,Population,million,40.512682,46.1179294208481,52.1387871037826,58.4036350965578,64.9954754172448,71.6331911251821,78.3582257950938,85.0609582208406,91.6747044286922,97.9184348648313,103.901278962307,109.650142059304,115.397644781867,120.993450176759,126.388204172338,131.513526626478,136.331337460104,140.829948082991,145.094611223039,
NCAR,SSP5,KEN,Population,million,40.512682,45.1597795685235,49.5526605611574,53.6211320306093,57.3403391268305,60.8139476358506,63.8586670847433,66.3335835162908,68.2160586719434,69.5993437685073,70.5262420772129,71.1496811095955,71.4519864366133,71.4294384498196,71.110439018841,70.5255011895033,69.6938469058072,68.614959501708,67.2937984165333,
OECD Env-Growth,SSP1,KEN,Population,million,40.513,45.206,49.716,53.995,57.974,61.758,65.165,68.04,70.348,72.176,73.562,74.593,75.24,75.491,75.374,74.92,74.148,73.059,71.663,
OECD Env-Growth,SSP2,KEN,Population,million,40.513,45.566,50.658,55.667,60.593,65.439,70.035,74.279,78.056,81.308,84.165,86.76,89.022,90.979,92.594,93.827,94.732,95.269,95.541,
OECD Env-Growth,SSP3,KEN,Population,million,40.513,46.243,52.534,59.163,66.205,73.416,80.85,88.387,95.946,103.202,110.276,117.146,124.052,130.825,137.407,143.724,149.744,155.463,160.98,
OECD Env-Growth,SSP4,KEN,Population,million,40.513,46.118,52.139,58.404,64.995,71.633,78.358,85.061,91.675,97.918,103.901,109.65,115.398,120.993,126.388,131.514,136.331,140.83,145.095,
OECD Env-Growth,SSP5,KEN,Population,million,40.513,45.16,49.553,53.621,57.34,60.814,63.859,66.334,68.216,69.599,70.526,71.15,71.452,71.429,71.11,70.526,69.694,68.615,67.294,
IIASA GDP,SSP1,KGZ,Population,million,5.334223,5.56995706222527,5.74554415017844,5.85257555895495,5.91211824700467,5.94306275767624,5.93305943026367,5.87719613899253,5.7787864946211,5.65155278331914,5.50293745601294,5.34571961378843,5.17830534671928,4.99931271092792,4.80925094317168,4.61074315213069,4.40909693182036,4.20961517367793,4.01474204120739,
IIASA GDP,SSP2,KGZ,Population,million,5.334223,5.60972643588397,5.83947554874166,6.01776964127465,6.1607906272377,6.28074333826363,6.36704867010052,6.40839592826614,6.40961607551331,6.37762829739627,6.32017557413703,6.25516764843101,6.18168916438848,6.09299356668413,5.99271394929689,5.88688457927756,5.77949492199936,5.67934181035441,5.58387090621316,
IIASA GDP,SSP3,KGZ,Population,million,5.334223,5.65342068247443,5.99631214314023,6.33526455553979,6.65733470010005,6.95939934731825,7.24227492191122,7.50304243252816,7.73993953867952,7.94820213174551,8.13274019036985,8.30525870181675,8.4659409116253,8.61381009316587,8.75108888473781,8.8826376461161,9.01151114451644,9.13730716817388,9.25786214886789,
IIASA GDP,SSP4,KGZ,Population,million,5.334223,5.57023528581061,5.74737490639013,5.85387968266608,5.90879685174355,5.93048396063733,5.90874071706786,5.84001128084769,5.72716515068545,5.5856212714605,5.42122926977996,5.24568055078936,5.05655348761941,4.85396214202209,4.64189526878999,4.42592270374522,4.21075586053836,3.99965788773411,3.79250499093309,
IIASA GDP,SSP5,KGZ,Population,million,5.334223,5.54363344733047,5.6596979973307,5.67755353845034,5.65030075867656,5.59323242571513,5.49209763068256,5.34657948455207,5.16482731245545,4.96088857944438,4.74193380737431,4.52708671728315,4.31597321656324,4.10801519035647,3.90327957478842,3.70321384126478,3.51148244102229,3.33181330145349,3.16556430181933,
IIASA-WiC POP,SSP1,KGZ,Population,million,5.334223,5.56995706222527,5.74554415017844,5.85257555895495,5.91211824700467,5.94306275767624,5.93305943026367,5.87719613899253,5.7787864946211,5.65155278331914,5.50293745601294,5.34571961378843,5.17830534671928,4.99931271092792,4.80925094317168,4.61074315213069,4.40909693182036,4.20961517367793,4.01474204120739,
IIASA-WiC POP,SSP2,KGZ,Population,million,5.334223,5.60972643588397,5.83947554874166,6.01776964127465,6.1607906272377,6.28074333826363,6.36704867010052,6.40839592826614,6.40961607551331,6.37762829739627,6.32017557413703,6.25516764843101,6.18168916438848,6.09299356668413,5.99271394929689,5.88688457927756,5.77949492199936,5.67934181035441,5.58387090621316,
IIASA-WiC POP,SSP3,KGZ,Population,million,5.334223,5.65342068247443,5.99631214314023,6.33526455553979,6.65733470010005,6.95939934731825,7.24227492191122,7.50304243252816,7.73993953867952,7.94820213174551,8.13274019036985,8.30525870181675,8.4659409116253,8.61381009316587,8.75108888473781,8.8826376461161,9.01151114451644,9.13730716817388,9.25786214886789,
IIASA-WiC POP,SSP4,KGZ,Population,million,5.334223,5.57023528581061,5.74737490639013,5.85387968266608,5.90879685174355,5.93048396063733,5.90874071706786,5.84001128084769,5.72716515068545,5.5856212714605,5.42122926977996,5.24568055078936,5.05655348761941,4.85396214202209,4.64189526878999,4.42592270374522,4.21075586053836,3.99965788773411,3.79250499093309,
IIASA-WiC POP,SSP5,KGZ,Population,million,5.334223,5.54363344733047,5.6596979973307,5.67755353845034,5.65030075867656,5.59323242571513,5.49209763068256,5.34657948455207,5.16482731245545,4.96088857944438,4.74193380737431,4.52708671728315,4.31597321656324,4.10801519035647,3.90327957478842,3.70321384126478,3.51148244102229,3.33181330145349,3.16556430181933,
NCAR,SSP1,KGZ,Population,million,5.334223,5.56995706222527,5.74554415017844,5.85257555895495,5.91211824700467,5.94306275767624,5.93305943026367,5.87719613899253,5.7787864946211,5.65155278331914,5.50293745601294,5.34571961378843,5.17830534671928,4.99931271092792,4.80925094317168,4.61074315213069,4.40909693182036,4.20961517367793,4.01474204120739,
NCAR,SSP2,KGZ,Population,million,5.334223,5.60972643588397,5.83947554874166,6.01776964127465,6.1607906272377,6.28074333826363,6.36704867010052,6.40839592826614,6.40961607551331,6.37762829739627,6.32017557413703,6.25516764843101,6.18168916438848,6.09299356668413,5.99271394929689,5.88688457927756,5.77949492199936,5.67934181035441,5.58387090621316,
NCAR,SSP3,KGZ,Population,million,5.334223,5.65342068247443,5.99631214314023,6.33526455553979,6.65733470010005,6.95939934731825,7.24227492191122,7.50304243252816,7.73993953867952,7.94820213174551,8.13274019036985,8.30525870181675,8.4659409116253,8.61381009316587,8.75108888473781,8.8826376461161,9.01151114451644,9.13730716817388,9.25786214886789,
NCAR,SSP4,KGZ,Population,million,5.334223,5.57023528581061,5.74737490639013,5.85387968266608,5.90879685174355,5.93048396063733,5.90874071706786,5.84001128084769,5.72716515068545,5.5856212714605,5.42122926977996,5.24568055078936,5.05655348761941,4.85396214202209,4.64189526878999,4.42592270374522,4.21075586053836,3.99965788773411,3.79250499093309,
NCAR,SSP5,KGZ,Population,million,5.334223,5.54363344733047,5.6596979973307,5.67755353845034,5.65030075867656,5.59323242571513,5.49209763068256,5.34657948455207,5.16482731245545,4.96088857944438,4.74193380737431,4.52708671728315,4.31597321656324,4.10801519035647,3.90327957478842,3.70321384126478,3.51148244102229,3.33181330145349,3.16556430181933,
OECD Env-Growth,SSP1,KGZ,Population,million,5.334,5.57,5.746,5.853,5.912,5.943,5.933,5.877,5.779,5.652,5.503,5.346,5.178,4.999,4.809,4.611,4.409,4.21,4.015,
OECD Env-Growth,SSP2,KGZ,Population,million,5.334,5.61,5.839,6.018,6.161,6.281,6.367,6.408,6.41,6.378,6.32,6.255,6.182,6.093,5.993,5.887,5.779,5.679,5.584,
OECD Env-Growth,SSP3,KGZ,Population,million,5.334,5.653,5.996,6.335,6.657,6.959,7.242,7.503,7.74,7.948,8.133,8.305,8.466,8.614,8.751,8.883,9.012,9.137,9.258,
OECD Env-Growth,SSP4,KGZ,Population,million,5.334,5.57,5.747,5.854,5.909,5.93,5.909,5.84,5.727,5.586,5.421,5.246,5.057,4.854,4.642,4.426,4.211,4,3.793,
OECD Env-Growth,SSP5,KGZ,Population,million,5.334,5.544,5.66,5.678,5.65,5.593,5.492,5.347,5.165,4.961,4.742,4.527,4.316,4.108,3.903,3.703,3.511,3.332,3.166,
IIASA GDP,SSP1,KHM,Population,million,14.1382550001141,14.7690540804536,15.3290612645011,15.7176174561263,15.9312777661843,16.0348063557024,16.0324034039155,15.9349934706231,15.7389772226516,15.4556426767584,15.0947416165661,14.6889735642595,14.2366471509187,13.7375261322357,13.1960237070022,12.6304912641554,12.0592971707197,11.496583104399,10.9503927029938,
IIASA GDP,SSP2,KHM,Population,million,14.1382550001141,14.8925548952447,15.6068856194394,16.1918266171608,16.6599821013295,17.0197958335185,17.2886562222314,17.497029499064,17.6152708934585,17.6273748906035,17.5400924083904,17.3863038550278,17.1972621885916,16.9737933080222,16.7188217851681,16.4579444717159,16.1917648498155,15.9467920965156,15.7198846264735,
IIASA GDP,SSP3,KHM,Population,million,14.1382550001141,14.9646891191377,15.9414431482364,16.9253116677064,17.8426327533113,18.6196579166763,19.3524829830743,20.0730087622749,20.7849935998549,21.4454694388023,22.0030827359172,22.4731148747831,22.9196586847417,23.367001196985,23.8640130520247,24.3794225486468,24.9306054441168,25.5020206632548,26.1166394885777,
IIASA GDP,SSP4,KHM,Population,million,14.1382550001141,14.7591368723832,15.3139835737717,15.6998554552747,15.9160126327349,16.0032675213256,15.9829145586342,15.8686187618089,15.6540089283848,15.3505102398325,14.9591386090675,14.5028088423731,13.9960162304744,13.4504105847183,12.8854976819109,12.3246880886805,11.778556792282,11.2548042444425,10.7543186596825,
IIASA GDP,SSP5,KHM,Population,million,14.1382550001141,14.7121190096495,15.1456231792273,15.3298052447515,15.3376707858155,15.2412483253736,15.0393538989277,14.7376764493586,14.3444040645178,13.8793641723201,13.3556953210136,12.8219982469924,12.2753738673409,11.7162248700955,11.1498538561031,10.5916182049749,10.0543876087183,9.54730113101864,9.07582740759631,
IIASA-WiC POP,SSP1,KHM,Population,million,14.1382550001141,14.7690540804536,15.3290612645011,15.7176174561263,15.9312777661843,16.0348063557024,16.0324034039155,15.9349934706231,15.7389772226516,15.4556426767584,15.0947416165661,14.6889735642595,14.2366471509187,13.7375261322357,13.1960237070022,12.6304912641554,12.0592971707197,11.496583104399,10.9503927029938,
IIASA-WiC POP,SSP2,KHM,Population,million,14.1382550001141,14.8925548952447,15.6068856194394,16.1918266171608,16.6599821013295,17.0197958335185,17.2886562222314,17.497029499064,17.6152708934585,17.6273748906035,17.5400924083904,17.3863038550278,17.1972621885916,16.9737933080222,16.7188217851681,16.4579444717159,16.1917648498155,15.9467920965156,15.7198846264735,
IIASA-WiC POP,SSP3,KHM,Population,million,14.1382550001141,14.9646891191377,15.9414431482364,16.9253116677064,17.8426327533113,18.6196579166763,19.3524829830743,20.0730087622749,20.7849935998549,21.4454694388023,22.0030827359172,22.4731148747831,22.9196586847417,23.367001196985,23.8640130520247,24.3794225486468,24.9306054441168,25.5020206632548,26.1166394885777,
IIASA-WiC POP,SSP4,KHM,Population,million,14.1382550001141,14.7591368723832,15.3139835737717,15.6998554552747,15.9160126327349,16.0032675213256,15.9829145586342,15.8686187618089,15.6540089283848,15.3505102398325,14.9591386090675,14.5028088423731,13.9960162304744,13.4504105847183,12.8854976819109,12.3246880886805,11.778556792282,11.2548042444425,10.7543186596825,
IIASA-WiC POP,SSP5,KHM,Population,million,14.1382550001141,14.7121190096495,15.1456231792273,15.3298052447515,15.3376707858155,15.2412483253736,15.0393538989277,14.7376764493586,14.3444040645178,13.8793641723201,13.3556953210136,12.8219982469924,12.2753738673409,11.7162248700955,11.1498538561031,10.5916182049749,10.0543876087183,9.54730113101864,9.07582740759631,
NCAR,SSP1,KHM,Population,million,14.1382550001141,14.7690540804536,15.3290612645011,15.7176174561263,15.9312777661843,16.0348063557024,16.0324034039155,15.9349934706231,15.7389772226516,15.4556426767584,15.0947416165661,14.6889735642595,14.2366471509187,13.7375261322357,13.1960237070022,12.6304912641554,12.0592971707197,11.496583104399,10.9503927029938,
