Model,Scenario (History),Region,Variable,Unit,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2008,2010
History,World Bank (WDI),LUX,Population,million,0.314002,0.331505,0.339184,0.358956,0.364158,0.366716,0.381225,0.407522,0.435491,0.457197,0.486781,0.507448
History,WPP2010,LVA,Population,million,2.13189,2.261016,2.365705,2.456971,2.513349,2.582011,2.663905,2.492095,2.384972,2.305528,2.271198,2.25206
History,WUP2009,LVA,Population,million,2.13189,2.261016,2.365705,2.456971,2.513349,2.582011,2.663905,2.492095,2.384972,2.305528,,2.25206
History,World Bank (WDI),LVA,Population,million,2.13189,2.261016,2.365705,2.456971,2.513349,2.582011,2.663905,2.492095,2.384972,2.305528,2.271198,2.25206
History,WPP2010,MAC,Population,million,0.17145,0.206906,0.250995,0.248211,0.24623,0.29621,0.359709,0.398426,0.431867,0.48139,0.518463,0.543656
History,WUP2009,MAC,Population,million,0.17145,0.206906,0.250995,0.248211,0.24623,0.29621,0.359709,0.398426,0.431867,0.48139,,0.543656
History,World Bank (WDI),MAC,Population,million,0.17145,0.206906,0.250995,0.248211,0.24623,0.29621,0.359709,0.398426,0.431867,0.48139,0.518463,0.543656
History,WPP2010,MAR,Population,million,11.625999,13.323,15.309995,17.304995,19.56692,22.291062,24.781105,26.9286,28.793236,30.392473,31.321453,31.951412
History,WUP2009,MAR,Population,million,11.625999,13.323,15.309995,17.304995,19.56692,22.291062,24.781105,26.9286,28.793236,30.392473,,31.951412
History,World Bank (WDI),MAR,Population,million,11.625999,13.323,15.309995,17.304995,19.56692,22.291062,24.781105,26.9286,28.793236,30.392473,31.321453,31.951412
History,WPP2010,MCO,Population,million,0.022135,0.022749,0.023689,0.025153,0.026078,0.028533,0.030896,0.033014,0.035126,0.03526,0.035336,0.035407
History,WUP2009,MCO,Population,million,0.022135,0.022749,0.023689,0.025153,0.026078,0.028533,0.030896,0.033014,0.035126,0.03526,,0.035407
History,World Bank (WDI),MCO,Population,million,0.022135,0.022749,0.023689,0.025153,0.026078,0.028533,0.030896,0.033014,0.035126,0.03526,0.035336,0.035407
History,WPP2010,MDA,Population,million,3.0035,3.335497,3.594501,3.838998,4.009998,4.214996,4.36395,4.33875,4.106736,3.766876,3.635059,3.572885
History,WUP2009,MDA,Population,million,3.0035,3.335497,3.594501,3.838998,4.009998,4.214996,4.36395,4.33875,4.106736,3.766876,,3.572885
History,World Bank (WDI),MDA,Population,million,3.0035,3.335497,3.594501,3.838998,4.009998,4.214996,4.36395,4.33875,4.106736,3.766876,3.635059,3.572885
History,WPP2010,MDG,Population,million,5.103652,5.764278,6.548922,7.502097,8.608964,9.784559,11.280625,13.129227,15.364272,17.885967,19.546282,20.713819
History,WUP2009,MDG,Population,million,5.103652,5.764278,6.548922,7.502097,8.608964,9.784559,11.280625,13.129227,15.364272,17.885967,,20.713819
History,World Bank (WDI),MDG,Population,million,5.103652,5.764278,6.548922,7.502097,8.608964,9.784559,11.280625,13.129227,15.364272,17.885967,19.546282,20.713819
History,WPP2010,MDV,Population,million,0.09005,0.102909,0.115772,0.135895,0.156626,0.18672,0.219474,0.248712,0.273236,0.29524,0.307632,0.315885
History,WUP2009,MDV,Population,million,0.09005,0.102909,0.115772,0.135895,0.156626,0.18672,0.219474,0.248712,0.273236,0.29524,,0.315885
History,World Bank (WDI),MDV,Population,million,0.09005,0.102909,0.115772,0.135895,0.156626,0.18672,0.219474,0.248712,0.273236,0.29524,0.307632,0.315885
History,WPP2010,MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,110.627158,113.423047
History,WUP2009,MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,,113.423047
History,World Bank (WDI),MEX,Population,million,38.418829,44.89843,51.868335,60.224601,68.776411,76.175154,84.306602,92.272749,99.959594,106.483757,110.627158,113.423047
History,WPP2010,MHL,Population,million,0.014661,0.017282,0.020397,0.025578,0.030578,0.038327,0.047288,0.051008,0.052145,0.052037,0.05288,0.054038
History,WUP2009,MHL,Population,million,0.014661,0.017282,0.020397,0.025578,0.030578,0.038327,0.047288,0.051008,0.052145,0.052037,,0.054038
History,World Bank (WDI),MHL,Population,million,0.014661,0.017282,0.020397,0.025578,0.030578,0.038327,0.047288,0.051008,0.052145,0.052037,0.05288,0.054038
History,WPP2010,MKD,Population,million,1.391996,1.481397,1.567968,1.675598,1.79483,1.828148,1.909353,1.963484,2.009091,2.038109,2.052524,2.060563
History,WUP2009,MKD,Population,million,1.391996,1.481397,1.567968,1.675598,1.79483,1.828148,1.909353,1.963484,2.009091,2.038109,,2.060563
History,World Bank (WDI),MKD,Population,million,1.391996,1.481397,1.567968,1.675598,1.79483,1.828148,1.909353,1.963484,2.009091,2.038109,2.052524,2.060563
History,WPP2010,MLI,Population,million,5.247877,5.597238,6.034022,6.604259,7.245598,8.009705,8.672868,9.82451,11.295324,13.176642,14.45999,15.369809
History,WUP2009,MLI,Population,million,5.247877,5.597238,6.034022,6.604259,7.245598,8.009705,8.672868,9.82451,11.295324,13.176642,,15.369809
History,World Bank (WDI),MLI,Population,million,5.247877,5.597238,6.034022,6.604259,7.245598,8.009705,8.672868,9.82451,11.295324,13.176642,14.45999,15.369809
History,WPP2010,MLT,Population,million,0.312905,0.305851,0.303607,0.305898,0.326709,0.349135,0.367524,0.386576,0.39742,0.409295,0.413946,0.416515
History,WUP2009,MLT,Population,million,0.312905,0.305851,0.303607,0.305898,0.326709,0.349135,0.367524,0.386576,0.39742,0.409295,,0.416515
History,World Bank (WDI),MLT,Population,million,0.312905,0.305851,0.303607,0.305898,0.326709,0.349135,0.367524,0.386576,0.39742,0.409295,0.413946,0.416515
History,WPP2010,MMR,Population,million,20.957397,23.330184,26.164131,29.534378,32.864901,36.127741,39.268304,42.133199,44.95766,46.321162,47.250315,47.963012
History,WUP2009,MMR,Population,million,20.957397,23.330184,26.164131,29.534378,32.864901,36.127741,39.268304,42.133199,44.95766,46.321162,,47.963012
History,World Bank (WDI),MMR,Population,million,20.957397,23.330184,26.164131,29.534378,32.864901,36.127741,39.268304,42.133199,44.95766,46.321162,47.250315,47.963012
History,WPP2010,MNE,Population,million,0.466674,0.506646,0.518727,0.548999,0.576069,0.575997,0.608816,0.643227,0.632606,0.626739,0.629185,0.63149
History,WUP2009,MNE,Population,million,0.466674,0.506646,0.518727,0.548999,0.576069,0.575997,0.608816,0.643227,0.632606,0.626739,,0.63149
History,World Bank (WDI),MNE,Population,million,0.466674,0.506646,0.518727,0.548999,0.576069,0.575997,0.608816,0.643227,0.632606,0.626739,0.629185,0.63149
History,WPP2010,MNG,Population,million,0.957044,1.109312,1.281535,1.482599,1.693122,1.926002,2.192553,2.306131,2.411369,2.547339,2.667474,2.756001
History,WUP2009,MNG,Population,million,0.957044,1.109312,1.281535,1.482599,1.693122,1.926002,2.192553,2.306131,2.411369,2.547339,,2.756001
History,World Bank (WDI),MNG,Population,million,0.957044,1.109312,1.281535,1.482599,1.693122,1.926002,2.192553,2.306131,2.411369,2.547339,2.667474,2.756001
History,WPP2010,MNP,Population,million,0.01007,0.011157,0.013203,0.015232,0.017048,0.030341,0.043973,0.057517,0.068432,0.067381,0.062707,0.060917
History,WUP2009,MNP,Population,million,0.01007,0.011157,0.013203,0.015232,0.017048,0.030341,0.043973,0.057517,0.068432,0.067381,,0.060917
History,World Bank (WDI),MNP,Population,million,0.01007,0.011157,0.013203,0.015232,0.017048,0.030341,0.043973,0.057517,0.068432,0.067381,0.062707,0.060917
History,WPP2010,MOZ,Population,million,7.647298,8.473839,9.453385,10.620268,12.145501,13.334972,13.547076,15.933452,18.200656,20.770013,22.3329,23.390765
History,WUP2009,MOZ,Population,million,7.647298,8.473839,9.453385,10.620268,12.145501,13.334972,13.547076,15.933452,18.200656,20.770013,,23.390765
History,World Bank (WDI),MOZ,Population,million,7.647298,8.473839,9.453385,10.620268,12.145501,13.334972,13.547076,15.933452,18.200656,20.770013,22.3329,23.390765
History,WPP2010,MRT,Population,million,0.854167,0.983773,1.133539,1.312132,1.517817,1.747839,1.995548,2.292053,2.642743,3.047249,3.295254,3.459773
History,WUP2009,MRT,Population,million,0.854167,0.983773,1.133539,1.312132,1.517817,1.747839,1.995548,2.292053,2.642743,3.047249,,3.459773
History,World Bank (WDI),MRT,Population,million,0.854167,0.983773,1.133539,1.312132,1.517817,1.747839,1.995548,2.292053,2.642743,3.047249,3.295254,3.459773
History,WPP2010,MSR,Population,million,0.012095,0.011839,0.011622,0.01177,0.011906,0.011307,0.010714,0.01021,0.004931,0.005599,0.005876,0.005934
History,WUP2009,MSR,Population,million,0.012095,0.011839,0.011622,0.01177,0.011906,0.011307,0.010714,0.01021,0.004931,0.005599,,0.005934
History,World Bank (WDI),MSR,Population,million,0.012095,0.011839,0.011622,0.01177,0.011906,0.011307,0.010714,0.01021,0.004931,0.005599,0.005876,0.005934
History,WPP2010,MTQ,Population,million,0.281865,0.311488,0.325561,0.328542,0.326254,0.340749,0.359377,0.369709,0.385349,0.397292,0.402804,0.405814
History,WUP2009,MTQ,Population,million,0.281865,0.311488,0.325561,0.328542,0.326254,0.340749,0.359377,0.369709,0.385349,0.397292,,0.405814
History,World Bank (WDI),MTQ,Population,million,0.281865,0.311488,0.325561,0.328542,0.326254,0.340749,0.359377,0.369709,0.385349,0.397292,0.402804,0.405814
History,WPP2010,MUS,Population,million,0.659351,0.753065,0.826862,0.892492,0.964023,1.01445,1.059548,1.137098,1.196027,1.256742,1.283849,1.299172
History,WUP2009,MUS,Population,million,0.659351,0.753065,0.826862,0.892492,0.964023,1.01445,1.059548,1.137098,1.196027,1.256742,,1.299172
History,World Bank (WDI),MUS,Population,million,0.659351,0.753065,0.826862,0.892492,0.964023,1.01445,1.059548,1.137098,1.196027,1.256742,1.283849,1.299172
History,WPP2010,MWI,Population,million,3.525246,3.974682,4.53128,5.301861,6.239898,7.268257,9.380892,9.88335,11.228756,12.822587,14.005113,14.900841
History,WUP2009,MWI,Population,million,3.525246,3.974682,4.53128,5.301861,6.239898,7.268257,9.380892,9.88335,11.228756,12.822587,,14.900841
History,World Bank (WDI),MWI,Population,million,3.525246,3.974682,4.53128,5.301861,6.239898,7.268257,9.380892,9.88335,11.228756,12.822587,14.005113,14.900841
History,WPP2010,MYS,Population,million,8.160113,9.569499,10.909353,12.312736,13.832586,15.762856,18.208562,20.72081,23.414909,26.100241,27.502008,28.401017
History,WUP2009,MYS,Population,million,8.160113,9.569499,10.909353,12.312736,13.832586,15.762856,18.208562,20.72081,23.414909,26.100241,,28.401017
History,World Bank (WDI),MYS,Population,million,8.160113,9.569499,10.909353,12.312736,13.832586,15.762856,18.208562,20.72081,23.414909,26.100241,27.502008,28.401017
History,WPP2010,MYT,Population,million,0.024055,0.030455,0.036755,0.045268,0.055016,0.070912,0.092413,0.121949,0.148753,0.174681,0.191805,0.204114
History,WUP2009,MYT,Population,million,0.024055,0.030455,0.036755,0.045268,0.055016,0.070912,0.092413,0.121949,0.148753,0.174681,,0.204114
History,World Bank (WDI),MYT,Population,million,0.024055,0.030455,0.036755,0.045268,0.055016,0.070912,0.092413,0.121949,0.148753,0.174681,0.191805,0.204114
History,WPP2010,NAM,Population,million,0.602545,0.682554,0.780386,0.905652,1.012824,1.150038,1.41483,1.651352,1.895839,2.079951,2.200422,2.283289
History,WUP2009,NAM,Population,million,0.602545,0.682554,0.780386,0.905652,1.012824,1.150038,1.41483,1.651352,1.895839,2.079951,,2.283289
History,World Bank (WDI),NAM,Population,million,0.602545,0.682554,0.780386,0.905652,1.012824,1.150038,1.41483,1.651352,1.895839,2.079951,2.200422,2.283289
History,WPP2010,NCL,Population,million,0.078005,0.091182,0.105134,0.128571,0.142424,0.154749,0.169689,0.190756,0.211965,0.23108,0.242911,0.25087
History,WUP2009,NCL,Population,million,0.078005,0.091182,0.105134,0.128571,0.142424,0.154749,0.169689,0.190756,0.211965,0.23108,,0.25087
History,World Bank (WDI),NCL,Population,million,0.078005,0.091182,0.105134,0.128571,0.142424,0.154749,0.169689,0.190756,0.211965,0.23108,0.242911,0.25087
History,WPP2010,NER,Population,million,3.249965,3.765632,4.372957,5.071204,5.87103,6.743501,7.788198,9.178575,10.922421,12.993884,14.450007,15.511953
History,WUP2009,NER,Population,million,3.249965,3.765632,4.372957,5.071204,5.87103,6.743501,7.788198,9.178575,10.922421,12.993884,,15.511953
History,World Bank (WDI),NER,Population,million,3.249965,3.765632,4.372957,5.071204,5.87103,6.743501,7.788198,9.178575,10.922421,12.993884,14.450007,15.511953
History,WPP2010,NGA,Population,million,45.926253,51.195706,57.357275,65.141058,75.543388,85.828707,97.552057,110.014688,123.688536,139.82334,150.66573,158.423182
History,WUP2009,NGA,Population,million,45.926253,51.195706,57.357275,65.141058,75.543388,85.828707,97.552057,110.014688,123.688536,139.82334,,158.423182
History,World Bank (WDI),NGA,Population,million,45.926253,51.195706,57.357275,65.141058,75.543388,85.828707,97.552057,110.014688,123.688536,139.82334,150.66573,158.423182
History,WPP2010,NIC,Population,million,1.772895,2.061878,2.39816,2.794083,3.24219,3.696667,4.120797,4.63704,5.073704,5.424336,5.635577,5.788163
History,WUP2009,NIC,Population,million,1.772895,2.061878,2.39816,2.794083,3.24219,3.696667,4.120797,4.63704,5.073704,5.424336,,5.788163
History,World Bank (WDI),NIC,Population,million,1.772895,2.061878,2.39816,2.794083,3.24219,3.696667,4.120797,4.63704,5.073704,5.424336,5.635577,5.788163
History,WPP2010,NIU,Population,million,0.004831,0.005097,0.005131,0.003973,0.003403,0.002716,0.002333,0.002168,0.0019,0.001686,0.001555,0.001468
History,WUP2009,NIU,Population,million,0.004831,0.005097,0.005131,0.003973,0.003403,0.002716,0.002333,0.002168,0.0019,0.001686,,0.001468
History,World Bank (WDI),NIU,Population,million,0.004831,0.005097,0.005131,0.003973,0.003403,0.002716,0.002333,0.002168,0.0019,0.001686,0.001555,0.001468
History,WPP2010,NLD,Population,million,11.41846,12.213435,12.958757,13.600423,14.088274,14.452941,14.891719,15.422165,15.862825,16.305457,16.503263,16.612988
History,WUP2009,NLD,Population,million,11.41846,12.213435,12.958757,13.600423,14.088274,14.452941,14.891719,15.422165,15.862825,16.305457,,16.612988
History,World Bank (WDI),NLD,Population,million,11.41846,12.213435,12.958757,13.600423,14.088274,14.452941,14.891719,15.422165,15.862825,16.305457,16.503263,16.612988
History,WPP2010,NOR,Population,million,3.580998,3.723001,3.877383,4.007312,4.085621,4.15256,4.241485,4.359096,4.490859,4.623298,4.778959,4.883111
History,WUP2009,NOR,Population,million,3.580998,3.723001,3.877383,4.007312,4.085621,4.15256,4.241485,4.359096,4.490859,4.623298,,4.883111
History,World Bank (WDI),NOR,Population,million,3.580998,3.723001,3.877383,4.007312,4.085621,4.15256,4.241485,4.359096,4.490859,4.623298,4.778959,4.883111
History,WPP2010,NPL,Population,million,9.740462,10.707313,11.917872,13.373069,15.045329,16.936006,19.081064,21.594872,24.400606,27.281945,28.905358,29.959364
History,WUP2009,NPL,Population,million,9.740462,10.707313,11.917872,13.373069,15.045329,16.936006,19.081064,21.594872,24.400606,27.281945,,29.959364
History,World Bank (WDI),NPL,Population,million,9.740462,10.707313,11.917872,13.373069,15.045329,16.936006,19.081064,21.594872,24.400606,27.281945,28.905358,29.959364
History,WPP2010,NRU,Population,million,0.004433,0.005738,0.006493,0.00707,0.007488,0.008174,0.009157,0.00997,0.010041,0.010114,0.01018,0.010255
History,WUP2009,NRU,Population,million,0.004433,0.005738,0.006493,0.00707,0.007488,0.008174,0.009157,0.00997,0.010041,0.010114,,0.010255
History,World Bank (WDI),NRU,Population,million,0.004433,0.005738,0.006493,0.00707,0.007488,0.008174,0.009157,0.00997,0.010041,0.010114,0.01018,0.010255
History,WPP2010,NZL,Population,million,2.372,2.628004,2.819597,3.083108,3.147183,3.268709,3.397983,3.67506,3.858032,4.134117,4.277809,4.368136
History,WUP2009,NZL,Population,million,2.372,2.628004,2.819597,3.083108,3.147183,3.268709,3.397983,3.67506,3.858032,4.134117,,4.368136
History,World Bank (WDI),NZL,Population,million,2.372,2.628004,2.819597,3.083108,3.147183,3.268709,3.397983,3.67506,3.858032,4.134117,4.277809,4.368136
History,WPP2010,OMN,Population,million,0.557492,0.630553,0.731703,0.898286,1.181337,1.538575,1.868055,2.232018,2.264163,2.42951,2.636963,2.782435
History,WUP2009,OMN,Population,million,0.557492,0.630553,0.731703,0.898286,1.181337,1.538575,1.868055,2.232018,2.264163,2.42951,,2.782435
History,World Bank (WDI),OMN,Population,million,0.557492,0.630553,0.731703,0.898286,1.181337,1.538575,1.868055,2.232018,2.264163,2.42951,2.636963,2.782435
History,WPP2010,PAK,Population,million,45.920204,51.993059,59.382651,68.482526,80.492664,95.47038,111.844679,127.346713,144.522192,158.645463,167.442258,173.593383
History,WUP2009,PAK,Population,million,45.920204,51.993059,59.382651,68.482526,80.492664,95.47038,111.844679,127.346713,144.522192,158.645463,,173.593383
History,World Bank (WDI),PAK,Population,million,45.920204,51.993059,59.382651,68.482526,80.492664,95.47038,111.844679,127.346713,144.522192,158.645463,167.442258,173.593383
History,WPP2010,PAN,Population,million,1.128378,1.305667,1.509822,1.726672,1.953029,2.179624,2.415926,2.676926,2.956126,3.238321,3.406487,3.51682
History,WUP2009,PAN,Population,million,1.128378,1.305667,1.509822,1.726672,1.953029,2.179624,2.415926,2.676926,2.956126,3.238321,,3.51682
History,World Bank (WDI),PAN,Population,million,1.128378,1.305667,1.509822,1.726672,1.953029,2.179624,2.415926,2.676926,2.956126,3.238321,3.406487,3.51682
History,WPP2010,PER,Population,million,9.929439,11.466936,13.187182,15.143887,17.286832,19.460111,21.685537,23.827163,25.861887,27.558769,28.463338,29.076512
History,WUP2009,PER,Population,million,9.929439,11.466936,13.187182,15.143887,17.286832,19.460111,21.685537,23.827163,25.861887,27.558769,,29.076512
History,World Bank (WDI),PER,Population,million,9.929439,11.466936,13.187182,15.143887,17.286832,19.460111,21.685537,23.827163,25.861887,27.558769,28.463338,29.076512
History,WPP2010,PHL,Population,million,26.010295,30.606162,35.451392,40.892836,47.063923,54.052849,61.628668,69.255386,77.309965,85.546427,90.173139,93.260798
History,WUP2009,PHL,Population,million,26.010295,30.606162,35.451392,40.892836,47.063923,54.052849,61.628668,69.255386,77.309965,85.546427,,93.260798
History,World Bank (WDI),PHL,Population,million,26.010295,30.606162,35.451392,40.892836,47.063923,54.052849,61.628668,69.255386,77.309965,85.546427,90.173139,93.260798
History,WPP2010,PLW,Population,million,0.009638,0.010782,0.011481,0.01228,0.012197,0.013698,0.015089,0.017254,0.019172,0.019906,0.020228,0.020472
History,WUP2009,PLW,Population,million,0.009638,0.010782,0.011481,0.01228,0.012197,0.013698,0.015089,0.017254,0.019172,0.019906,,0.020472
History,World Bank (WDI),PLW,Population,million,0.009638,0.010782,0.011481,0.01228,0.012197,0.013698,0.015089,0.017254,0.019172,0.019906,0.020228,0.020472
History,WPP2010,PNG,Population,million,1.966961,2.161087,2.434698,2.809595,3.215339,3.677658,4.157654,4.715617,5.378824,6.095437,6.549268,6.858266
History,WUP2009,PNG,Population,million,1.966961,2.161087,2.434698,2.809595,3.215339,3.677658,4.157654,4.715617,5.378824,6.095437,,6.858266
History,World Bank (WDI),PNG,Population,million,1.966961,2.161087,2.434698,2.809595,3.215339,3.677658,4.157654,4.715617,5.378824,6.095437,6.549268,6.858266
History,WPP2010,POL,Population,million,29.033001,31.121621,32.529022,33.971911,35.577214,37.201804,38.056174,38.391778,38.302444,38.16504,38.218462,38.27666
History,WUP2009,POL,Population,million,29.033001,31.121621,32.529022,33.971911,35.577214,37.201804,38.056174,38.391778,38.302444,38.16504,,38.27666
History,World Bank (WDI),POL,Population,million,29.033001,31.121621,32.529022,33.971911,35.577214,37.201804,38.056174,38.391778,38.302444,38.16504,38.218462,38.27666
History,WPP2010,PRI,Population,million,2.358747,2.582056,2.71554,2.938911,3.196011,3.379401,3.528815,3.701618,3.814353,3.781986,3.758981,3.749009
History,WUP2009,PRI,Population,million,2.358747,2.582056,2.71554,2.938911,3.196011,3.379401,3.528815,3.701618,3.814353,3.781986,,3.749009
History,World Bank (WDI),PRI,Population,million,2.358747,2.582056,2.71554,2.938911,3.196011,3.379401,3.528815,3.701618,3.814353,3.781986,3.758981,3.749009
History,WPP2010,PRK,Population,million,10.946479,12.323345,14.246772,16.072089,17.23934,18.720888,20.143212,21.770898,22.894095,23.745941,24.126329,24.346229
History,WUP2009,PRK,Population,million,10.946479,12.323345,14.246772,16.072089,17.23934,18.720888,20.143212,21.770898,22.894095,23.745941,,24.346229
History,World Bank (WDI),PRK,Population,million,10.946479,12.323345,14.246772,16.072089,17.23934,18.720888,20.143212,21.770898,22.894095,23.745941,24.126329,24.346229
History,WPP2010,PRT,Population,million,8.882954,8.899506,8.684237,9.203339,9.785924,9.962255,9.925477,10.124943,10.336209,10.543663,10.634612,10.675572
History,WUP2009,PRT,Population,million,8.882954,8.899506,8.684237,9.203339,9.785924,9.962255,9.925477,10.124943,10.336209,10.543663,,10.675572
History,World Bank (WDI),PRT,Population,million,8.882954,8.899506,8.684237,9.203339,9.785924,9.962255,9.925477,10.124943,10.336209,10.543663,10.634612,10.675572
History,WPP2010,PRY,Population,million,1.905829,2.176195,2.482508,2.802133,3.194768,3.698465,4.24386,4.795365,5.343539,5.897816,6.230242,6.454548
History,WUP2009,PRY,Population,million,1.905829,2.176195,2.482508,2.802133,3.194768,3.698465,4.24386,4.795365,5.343539,5.897816,,6.454548
History,World Bank (WDI),PRY,Population,million,1.905829,2.176195,2.482508,2.802133,3.194768,3.698465,4.24386,4.795365,5.343539,5.897816,6.230242,6.454548
History,WPP2010,PSE,Population,million,1.069013,1.190923,1.124591,1.322064,1.51036,1.759763,2.081424,2.596289,3.19856,3.555582,3.826546,4.039192
History,WUP2009,PSE,Population,million,1.069013,1.190923,1.124591,1.322064,1.51036,1.759763,2.081424,2.596289,3.19856,3.555582,,4.039192
History,World Bank (WDI),PSE,Population,million,1.069013,1.190923,1.124591,1.322064,1.51036,1.759763,2.081424,2.596289,3.19856,3.555582,3.826546,4.039192
History,WPP2010,PYF,Population,million,0.079335,0.092859,0.110872,0.129803,0.151098,0.174024,0.195383,0.215798,0.237638,0.25487,0.264541,0.270764
History,WUP2009,PYF,Population,million,0.079335,0.092859,0.110872,0.129803,0.151098,0.174024,0.195383,0.215798,0.237638,0.25487,,0.270764
History,World Bank (WDI),PYF,Population,million,0.079335,0.092859,0.110872,0.129803,0.151098,0.174024,0.195383,0.215798,0.237638,0.25487,0.264541,0.270764
History,WPP2010,QAT,Population,million,0.047085,0.073073,0.108401,0.162835,0.221594,0.368006,0.473722,0.501371,0.590957,0.820986,1.39606,1.758793
History,WUP2009,QAT,Population,million,0.047085,0.073073,0.108401,0.162835,0.221594,0.368006,0.473722,0.501371,0.590957,0.820986,,1.758793
History,World Bank (WDI),QAT,Population,million,0.047085,0.073073,0.108401,0.162835,0.221594,0.368006,0.473722,0.501371,0.590957,0.820986,1.39606,1.758793
History,WPP2010,R32AUNZ,Population,million,12.658184,13.987767,15.547959,16.972804,17.857101,19.080797,20.494136,21.793476,23.022383,24.537637,25.791626,26.63652
History,WUP2009,R32AUNZ,Population,million,12.658184,13.987767,15.547959,16.972804,17.857101,19.080797,20.494136,21.793476,23.022383,24.537637,,26.63652
History,World Bank (WDI),R32AUNZ,Population,million,12.658184,13.987767,15.547959,16.972804,17.857101,19.080797,20.494136,21.793476,23.022383,24.537637,25.791626,26.63652
History,WPP2010,R32BRA,Population,million,72.758801,84.388983,96.078304,108.22408,121.711864,136.246764,149.650206,161.848162,174.425387,185.986964,191.543237,194.94647
History,WUP2009,R32BRA,Population,million,72.758801,84.388983,96.078304,108.22408,121.711864,136.246764,149.650206,161.848162,174.425387,185.986964,,194.94647
History,World Bank (WDI),R32BRA,Population,million,72.758801,84.388983,96.078304,108.22408,121.711864,136.246764,149.650206,161.848162,174.425387,185.986964,191.543237,194.94647
History,WPP2010,R32CAN,Population,million,17.909009,19.678005,21.716855,23.142272,24.516277,25.842588,27.700854,29.302092,30.667365,32.283413,33.327954,34.016593
History,WUP2009,R32CAN,Population,million,17.909009,19.678005,21.716855,23.142272,24.516277,25.842588,27.700854,29.302092,30.667365,32.283413,,34.016593
History,World Bank (WDI),R32CAN,Population,million,17.909009,19.678005,21.716855,23.142272,24.516277,25.842588,27.700854,29.302092,30.667365,32.283413,33.327954,34.016593
History,WPP2010,R32CAS,Population,million,34.32439,40.375133,45.575386,50.800639,55.64188,61.060228,66.627288,69.457999,71.293966,73.493541,75.69794,77.358023
History,WUP2009,R32CAS,Population,million,34.32439,40.375133,45.575386,50.800639,55.64188,61.060228,66.627288,69.457999,71.293966,73.493541,,77.358023
History,World Bank (WDI),R32CAS,Population,million,34.32439,40.375133,45.575386,50.800639,55.64188,61.060228,66.627288,69.457999,71.293966,73.493541,75.69794,77.358023
History,WPP2010,R32CHN,Population,million,661.517149,714.298885,818.831928,919.644373,988.470422,1062.290059,1151.348795,1220.529352,1276.331921,1314.884738,1335.720355,1348.931997
History,WUP2009,R32CHN,Population,million,661.517149,714.298885,818.831928,919.644373,988.470422,1062.290059,1151.348795,1220.529352,1276.331921,1314.884738,,1348.931997
History,World Bank (WDI),R32CHN,Population,million,661.517149,714.298885,818.831928,919.644373,988.470422,1062.290059,1151.348795,1220.529352,1276.331921,1314.884738,1335.720355,1348.931997
History,WPP2010,R32EEU,Population,million,18.27783,19.265337,20.128545,21.172102,22.27842,23.226836,24.201793,23.952844,24.046345,23.885787,23.897017,23.916038
History,WUP2009,R32EEU,Population,million,18.27783,19.265337,20.128545,21.172102,22.27842,23.226836,24.201793,23.952844,24.046345,23.885787,,23.916038
History,World Bank (WDI),R32EEU,Population,million,18.27783,19.265337,20.128545,21.172102,22.27842,23.226836,24.201793,23.952844,24.046345,23.885787,23.897017,23.916038
History,WPP2010,R32EEU-FSU,Population,million,53.976516,57.283003,59.950505,62.222,63.712048,65.162863,66.268564,65.734703,63.056338,60.515905,59.307333,58.616635
History,WUP2009,R32EEU-FSU,Population,million,53.976516,57.283003,59.950505,62.222,63.712048,65.162863,66.268564,65.734703,63.056338,60.515905,,58.616635
History,World Bank (WDI),R32EEU-FSU,Population,million,53.976516,57.283003,59.950505,62.222,63.712048,65.162863,66.268564,65.734703,63.056338,60.515905,59.307333,58.616635
History,WPP2010,R32EFTA,Population,million,9.053048,9.74484,10.250608,10.58129,10.617127,10.849333,11.170016,11.645276,11.939977,12.335048,12.662829,12.867565
History,WUP2009,R32EFTA,Population,million,9.053048,9.74484,10.250608,10.58129,10.617127,10.849333,11.170016,11.645276,11.939977,12.335048,,12.867565
History,World Bank (WDI),R32EFTA,Population,million,9.053048,9.74484,10.250608,10.58129,10.617127,10.849333,11.170016,11.645276,11.939977,12.335048,12.662829,12.867565
History,WPP2010,R32EU12-H,Population,million,56.313005,59.101334,61.094746,63.333274,65.815959,67.648888,68.633803,69.060327,68.857593,68.677908,68.910275,69.106366
History,WUP2009,R32EU12-H,Population,million,56.313005,59.101334,61.094746,63.333274,65.815959,67.648888,68.633803,69.060327,68.857593,68.677908,,69.106366
History,World Bank (WDI),R32EU12-H,Population,million,56.313005,59.101334,61.094746,63.333274,65.815959,67.648888,68.633803,69.060327,68.857593,68.677908,68.910275,69.106366
History,WPP2010,R32EU12-M,Population,million,31.175749,32.463572,34.24493,35.721748,37.006363,37.828933,38.385429,37.158777,36.082841,35.23214,34.811863,34.556374
History,WUP2009,R32EU12-M,Population,million,31.175749,32.463572,34.24493,35.721748,37.006363,37.828933,38.385429,37.158777,36.082841,35.23214,,34.556374
